agent_number,season,trend_likelihood,period_start,period_end,p_value,slope,conf_low,conf_high,conf_level,intercept,r_squared,sigma,trend_method,n,note,s,var_s,tau,z,alternative,lat,lon,site
4107,Spring,NA,1960-09-01,2019-11-30,0.8016396491685002,0.9570075020839122,-6.475041562261679,8.389056566429502,0.95,1711.659604519774,0.0010969960303470396,508.67032526475714,Linear model,60,NA,NA,NA,NA,NA,NA,-44.67384,167.92406,Milford Sound
4241,Spring,NA,1960-09-01,2019-11-30,0.5429078246366714,-0.3754404001111408,-1.577744204203633,0.8268634039813512,0.95,255.63593220338976,0.006416909963272025,82.28905135042102,Linear model,60,NA,NA,NA,NA,NA,NA,-41.299,173.226,Nelson
4326,Spring,NA,1960-09-01,2019-11-30,0.8532834269827084,-0.07641289247013042,-0.8826624220195736,0.7298366370793128,0.95,176.925593220339,5.945716845727389e-4,55.181983715359706,Linear model,60,NA,NA,NA,NA,NA,NA,-41.52133,173.86439,Blenheim
4843,Spring,NA,1960-09-01,2019-11-30,0.5189611286197482,0.20337038066129468,-0.4108931788087232,0.8176339401313125,0.95,129.7855367231639,0.0072076305601604836,42.041924358772256,Linear model,60,NA,NA,NA,NA,NA,NA,-43.493,172.537,Christchurch
4970,Spring,NA,1960-09-01,2019-11-30,0.41217580975413515,-0.3723006390664072,-1.2556845962770398,0.5110833181442254,0.95,160.41683615819207,0.011627262932142474,60.46128072589187,Linear model,60,NA,NA,NA,NA,NA,NA,-44.002,170.441,Lake Tekapo
5086,Spring,NA,1960-09-01,2019-11-30,0.494946963972141,0.21483467629897224,-0.3982542873983682,0.8279236399963127,0.95,125.25254237288134,0.008067004369555642,41.96153172296354,Linear model,60,NA,NA,NA,NA,NA,NA,-44.30517,171.22141,Timaru
5212,Spring,NA,1960-09-01,2019-11-30,0.2707426902415059,-0.41208669074742943,-1.13843840465527,0.31426502316041127,0.95,143.3019774011299,0.020873262930348316,49.713552665121995,Linear model,60,NA,NA,NA,NA,NA,NA,-44.52612,169.88948,Tara Hills
5451,Spring,NA,1960-09-01,2019-11-30,0.8091043066699467,-0.10601555987774426,-0.9622087402656284,0.7501776205101399,0.95,183.1351412429379,0.0010144323639688655,58.600267542195034,Linear model,60,NA,NA,NA,NA,NA,NA,-45.01758,168.74005,Queenstown
5778,Spring,NA,1960-09-01,2019-11-30,0.012372776327123143,0.9043512086690748,0.21785256715365764,1.590849850184492,0.95,196.20395480225986,0.10308902009783952,46.98589638606068,Linear model,60,NA,NA,NA,NA,NA,NA,-46.115,168.887,Gore
5814,Spring,NA,1960-09-01,2019-11-30,0.02983949527815106,1.0316810225062516,0.12373053840160053,1.9396315066109027,0.95,236.940395480226,0.07877701297753816,62.142682869179005,Linear model,60,NA,NA,NA,NA,NA,NA,-46.41741,168.33052,Invercargill
1056,Summer,NA,1960-12-01,2019-02-28,0.06904755903756812,2.116130917592051,-0.12203866197209656,4.354300497156198,0.95,254.53471654003516,0.05682169893472694,149.3722429743817,Linear model,59,NA,NA,NA,NA,NA,NA,-35.183,173.926,Kerikeri
1287,Summer,NA,1960-12-01,2019-02-28,0.44769196657993016,-0.6934541203974299,-2.471154962761632,1.0842467219667724,0.95,301.9307422559908,0.010150989747644855,118.64121672724133,Linear model,59,NA,NA,NA,NA,NA,NA,-35.769,174.364,Whangarei
1400,Summer,NA,1960-12-01,2019-02-28,0.8797147738221073,0.11275277615429594,-1.3410294673653602,1.566535019673952,0.95,214.88012857977796,4.0522951426268984e-4,97.02335180212201,Linear model,59,NA,NA,NA,NA,NA,NA,-36.606,174.835,Whangaparaoa
15752,Summer,NA,1960-12-01,2019-02-28,0.09781554104418562,0.7464172998246641,-0.12275540978156296,1.6155900094308913,0.95,166.11087083576854,0.04734854012557865,58.007345981034064,Linear model,59,NA,NA,NA,NA,NA,NA,-45.90129,170.5147,Dunedin
1615,Summer,NA,1960-12-01,2019-02-28,0.2463237078479251,-0.9490648743424898,-2.5370635068299676,0.6389337581449882,0.95,305.9685563997662,0.023506196913078762,105.98076202121263,Linear model,59,NA,NA,NA,NA,NA,NA,-37.673,176.196,Tauranga
1770,Summer,NA,1960-12-01,2019-02-28,0.5431651548971927,-0.689047340736413,-2.8968236994718684,1.5187290179990425,0.95,349.88497954412634,0.006521802336263812,147.34384279959176,Linear model,59,NA,NA,NA,NA,NA,NA,-38.10595,176.31485,Rotorua
1858,Summer,NA,1960-12-01,2019-02-28,0.7747908831522948,-0.19094681472822947,-1.49279323833746,1.1108996088810013,0.95,238.7165400350672,0.001447762898487247,86.88337205465734,Linear model,59,NA,NA,NA,NA,NA,NA,-38.74263,176.08104,Taupo
1962,Summer,NA,1960-12-01,2019-02-28,0.34512693219124957,-0.7229105786089999,-2.2112607359486396,0.7654395787306397,0.95,244.69918176504956,0.015650548209308918,99.33036502818935,Linear model,59,NA,NA,NA,NA,NA,NA,-37.00813,174.78873,Auckland
2112,Summer,NA,1960-12-01,2019-02-28,0.8385796600373476,-0.1571478667445947,-1.6622245443052501,1.3479288108160608,0.95,266.7178258328463,7.341792180568108e-4,100.44666911228651,Linear model,59,NA,NA,NA,NA,NA,NA,-37.86088,175.33175,Hamilton
2250,Summer,NA,1960-12-01,2019-02-28,0.9000530035257354,0.08503214494447348,-1.2360384108746707,1.4061027007636178,0.95,284.39479836353047,2.791350194482367e-4,88.16636319779944,Linear model,59,NA,NA,NA,NA,NA,NA,-38.88784,175.25981,Taumarunui
2283,Summer,NA,1960-12-01,2019-02-28,0.25180738434498806,-1.1632028053769736,-3.132452460032423,0.8060468492784758,0.95,338.2350672121567,0.022974008093203217,131.42491104257297,Linear model,59,NA,NA,NA,NA,NA,NA,-39.0079,174.18382,New Plymouth
2534,Summer,NA,1960-12-01,2019-02-28,0.13073063890949915,-1.0011163062536526,-2.280796751800482,0.2785641392931768,0.95,262.31315020455867,0.03961263807016783,85.40404631851425,Linear model,59,NA,NA,NA,NA,NA,NA,-40.21,176.109,Dannevirke
25354,Summer,NA,1960-12-01,2019-02-28,0.8299701169027234,-0.17839275277615474,-1.7991552343087314,1.4423697287564217,0.95,250.8907656341321,8.15797837855325e-4,108.16737453932818,Linear model,59,NA,NA,NA,NA,NA,NA,-41.285,174.768,Wellington
2810,Summer,NA,1960-12-01,2019-02-28,0.5754697278956881,-0.3276504967855066,-1.4677772223979408,0.8124762288269275,0.95,212.79392168322636,0.005535109169781094,76.09043024922666,Linear model,59,NA,NA,NA,NA,NA,NA,-38.6586,177.9851,Gisborne
2997,Summer,NA,1960-12-01,2019-02-28,0.501578357588168,-0.4080303915838697,-1.590511299151533,0.7744505159837938,0.95,174.27311513734662,0.007960621725009543,78.91708789651257,Linear model,59,NA,NA,NA,NA,NA,NA,-39.49846,176.91189,Napier
3629,Summer,NA,1960-12-01,2019-02-28,0.2745019872125015,-0.6106954997077733,-1.6954979281658358,0.47410692875028937,0.95,256.02764465225005,0.020911793774608188,72.39816562710676,Linear model,59,NA,NA,NA,NA,NA,NA,-39.46249,175.66283,Waiouru
3715,Summer,NA,1960-12-01,2019-02-28,0.7191591158918522,0.2092986557568669,-0.9258761008039383,1.3444734123176723,0.95,202.00239625949737,0.0022857825637983766,75.75994290316704,Linear model,59,NA,NA,NA,NA,NA,NA,-39.93704,175.04509,Whanganui
37662,Summer,NA,1960-12-01,2019-02-28,0.8825030619815949,0.07696668614845074,-0.9391391827308438,1.0930725550277454,0.95,163.2367621274109,3.8652811033519055e-4,67.81345529836479,Linear model,59,NA,NA,NA,NA,NA,NA,-40.957,175.707,Masterton
3909,Summer,NA,1960-12-01,2019-02-28,0.16585110733532843,1.8876154295733443,-0.7481462957593457,4.523377154906035,0.95,626.8850964348338,0.03341014064722438,175.90697525950628,Linear model,59,NA,NA,NA,NA,NA,NA,-42.71228,170.98428,Hokitika
3925,Summer,NA,1960-12-01,2019-02-28,0.5380906011579826,-0.5880654587960275,-2.4487384549270494,1.2726075373349943,0.95,431.91654003506727,0.006686806603936166,124.17865983509495,Linear model,59,NA,NA,NA,NA,NA,NA,-42.11578,171.86014,Reefton
4107,Summer,NA,1960-12-01,2019-02-28,0.2835158207457496,4.679912331969599,-3.792196784231119,13.152021448170316,0.95,1615.399240210404,0.02014991938603334,565.4164693173276,Linear model,59,NA,NA,NA,NA,NA,NA,-44.67384,167.92406,Milford Sound
4241,Summer,NA,1960-12-01,2019-02-28,0.3935299724703807,0.6914202220923433,-0.8848089018629377,2.2676493460476244,0.95,197.23027469316193,0.012801802978320115,105.19528182158328,Linear model,59,NA,NA,NA,NA,NA,NA,-41.299,173.226,Nelson
4326,Summer,NA,1960-12-01,2019-02-28,0.7547304941103673,0.15808883693746276,-0.8289521649278634,1.1451298388027888,0.95,141.15394506136766,0.0017258505002504866,65.8737075610758,Linear model,59,NA,NA,NA,NA,NA,NA,-41.52133,173.86439,Blenheim
4843,Summer,NA,1960-12-01,2019-02-28,0.955097901375338,0.021262419637638957,-0.7156128489562494,0.7581376882315274,0.95,132.4434833430742,5.610923747037956e-5,49.17800360938398,Linear model,59,NA,NA,NA,NA,NA,NA,-43.493,172.537,Christchurch
4970,Summer,NA,1960-12-01,2019-02-28,0.6138620506558359,0.216984219754529,-0.6212451377445449,1.0552135772536029,0.95,121.73962594973702,0.004495676411836908,55.942230829977625,Linear model,59,NA,NA,NA,NA,NA,NA,-44.002,170.441,Lake Tekapo
5086,Summer,NA,1960-12-01,2019-02-28,0.4564624507230809,0.31797194623027425,-0.5132077838687434,1.149151676329292,0.95,136.37609585037993,0.009766671683170072,55.471748759943814,Linear model,59,NA,NA,NA,NA,NA,NA,-44.30517,171.22141,Timaru
5212,Summer,NA,1960-12-01,2019-02-28,0.9253028132705234,-0.043267095265927175,-0.9437680808198172,0.8572338902879628,0.95,147.00309760374057,1.5556104666220733e-4,60.09815039976541,Linear model,59,NA,NA,NA,NA,NA,NA,-44.52612,169.88948,Tara Hills
5451,Summer,NA,1960-12-01,2019-02-28,0.08121593710049207,0.8673641145528919,-0.09031452455380584,1.8250427536595897,0.95,144.27229690239636,0.05238609773668809,63.91410538243396,Linear model,59,NA,NA,NA,NA,NA,NA,-45.01758,168.74005,Queenstown
5778,Summer,NA,1960-12-01,2019-02-28,0.1416465456017987,0.7947749853886608,-0.25043888294485783,1.8399888537221794,0.95,235.25505552308599,0.03750572241283211,69.75608163314912,Linear model,59,NA,NA,NA,NA,NA,NA,-46.115,168.887,Gore
5814,Summer,NA,1960-12-01,2019-02-28,0.6617677821111954,0.2786849795441245,-0.9633607760831048,1.520730735171354,0.95,272.10555230859165,0.0033814442294502842,82.8923608330781,Linear model,59,NA,NA,NA,NA,NA,NA,-46.41741,168.33052,Invercargill
1056,Annual,Likely increasing,1960-01-01,2019-12-31,0.19636977221516178,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,135,24582.333333333332,0.07629274110733426,0.8546597406387542,greater,-35.183,173.926,Kerikeri
1287,Annual,Very likely decreasing,1960-01-01,2019-12-31,0.9927120129294594,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-384,24583.333333333332,-0.21694915254237288,-2.4427464398687646,greater,-35.769,174.364,Whangarei
1400,Annual,Very likely decreasing,1960-01-01,2019-12-31,0.9725556579981401,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-302,24583.333333333332,-0.17062146892655367,-1.9197563404712747,greater,-36.606,174.835,Whangaparaoa
15752,Annual,Likely increasing,1960-01-01,2019-12-31,0.11401425170346087,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,190,24582.333333333332,0.10737496896587786,1.2054529177666011,greater,-45.90129,170.5147,Dunedin
1615,Annual,Very likely decreasing,1960-01-01,2019-12-31,0.9831586573376048,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-334,24583.333333333332,-0.18870056497175142,-2.1238500377971246,greater,-37.673,176.196,Tauranga
1770,Annual,Very likely decreasing,1960-01-01,2019-12-31,0.9386440315256962,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-243,24582.333333333332,-0.13732693399320167,-1.5434899793625263,greater,-38.10595,176.31485,Rotorua
1858,Annual,Indeterminate,1960-01-01,2019-12-31,0.3724867285203931,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,52,24583.333333333332,0.02937853107344633,0.3252743301130731,greater,-38.74263,176.08104,Taupo
1962,Annual,Very likely decreasing,1960-01-01,2019-12-31,0.9000722811007366,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-202,24583.333333333332,-0.11412429378531073,-1.281963536327994,greater,-37.00813,174.78873,Auckland
2112,Annual,Likely decreasing,1960-01-01,2019-12-31,0.697286541243249,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-82,24583.333333333332,-0.04632768361581921,-0.5166121713560573,greater,-37.86088,175.33175,Hamilton
2250,Annual,Very likely increasing,1960-01-01,2019-12-31,0.03554096879340997,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,284,24583.333333333332,0.16045197740112993,1.804953635725484,greater,-38.88784,175.25981,Taumarunui
2283,Annual,Very likely decreasing,1960-01-01,2019-12-31,0.9880219463237612,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-355,24582.333333333332,-0.20062165254150863,-2.2578324491501416,greater,-39.0079,174.18382,New Plymouth
2534,Annual,Very likely decreasing,1960-01-01,2019-12-31,0.9225272117534866,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-224,24583.333333333332,-0.12655367231638417,-1.4222779532395158,greater,-40.21,176.109,Dannevirke
25354,Annual,Likely decreasing,1960-01-01,2019-12-31,0.7234587137098352,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-94,24583.333333333332,-0.05310734463276836,-0.593147307853251,greater,-41.285,174.768,Wellington
2810,Annual,Likely increasing,1960-01-01,2019-12-31,0.28948074008361235,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,88,24581.333333333332,0.04974562694199086,0.5549023123612223,greater,-38.6586,177.9851,Gisborne
2997,Annual,Indeterminate,1960-01-01,2019-12-31,0.5583125694594598,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-24,24583.333333333332,-0.013559322033898305,-0.14669234495295455,greater,-39.49846,176.91189,Napier
3629,Annual,Very likely increasing,1960-01-01,2019-12-31,0.06613355261794145,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,237,24582.333333333332,0.13393614549954239,1.5052216327667611,greater,-39.46249,175.66283,Waiouru
3715,Annual,Very likely increasing,1960-01-01,2019-12-31,0.012176937532472443,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,354,24581.333333333332,0.20011309019846324,2.2515001869369136,greater,-39.93704,175.04509,Whanganui
37662,Annual,Likely increasing,1960-01-01,2019-12-31,0.22393422347433872,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,120,24583.333333333332,0.06779661016949153,0.7589734369305039,greater,-40.957,175.707,Masterton
3909,Annual,Very likely increasing,1960-01-01,2019-12-31,0.07033489470851592,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,232,24583.333333333332,0.1310734463276836,1.4733013775709782,greater,-42.71228,170.98428,Hokitika
3925,Annual,Likely decreasing,1960-01-01,2019-12-31,0.897816498727717,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-200,24583.333333333332,-0.11299435028248588,-1.2692076802451284,greater,-42.11578,171.86014,Reefton
4107,Annual,Likely increasing,1960-01-01,2019-12-31,0.10680574023971809,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,196,24583.333333333332,0.11073446327683616,1.2436959680793973,greater,-44.67384,167.92406,Milford Sound
4241,Annual,Indeterminate,1960-01-01,2019-12-31,0.5532736018605747,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-22,24583.333333333332,-0.012429378531073447,-0.13393648887008894,greater,-41.299,173.226,Nelson
4326,Annual,Indeterminate,1960-01-01,2019-12-31,0.5076328097376512,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-4,24583.333333333332,-0.0022598870056497176,-0.01913378412429842,greater,-41.52133,173.86439,Blenheim
4843,Annual,Likely increasing,1960-01-01,2019-12-31,0.3299406571238489,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,70,24583.333333333332,0.03954802259887006,0.4400770348588636,greater,-43.493,172.537,Christchurch
4970,Annual,Indeterminate,1960-01-01,2019-12-31,0.339230069084378,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,66,24583.333333333332,0.03728813559322034,0.4145653226931324,greater,-44.002,170.441,Lake Tekapo
5086,Annual,Likely increasing,1960-01-01,2019-12-31,0.24346681694610728,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,110,24583.333333333332,0.062146892655367235,0.6951941565161759,greater,-44.30517,171.22141,Timaru
5212,Annual,Indeterminate,1960-01-01,2019-12-31,0.6153882170686872,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-47,24582.333333333332,-0.026561176533664525,-0.2933906572341992,greater,-44.52612,169.88948,Tara Hills
5451,Annual,Very likely increasing,1960-01-01,2019-12-31,0.08919273638542094,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,212,24583.333333333332,0.11977401129943503,1.3457428167423222,greater,-45.01758,168.74005,Queenstown
5778,Annual,Very likely increasing,1960-01-01,2019-12-31,0.04549954158880897,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,266,24583.333333333332,0.15028248587570622,1.6901509309796936,greater,-46.115,168.887,Gore
5814,Annual,Very likely increasing,1960-01-01,2019-12-31,0.030829991046062648,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,294,24583.333333333332,0.16610169491525423,1.8687329161398123,greater,-46.41741,168.33052,Invercargill
1056,Autumn,Very likely increasing,1960-03-01,2019-05-31,0.09231455806370499,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,209,24582.333333333332,0.11811246586246564,1.3266360153198573,greater,-35.183,173.926,Kerikeri
1287,Autumn,Likely decreasing,1960-03-01,2019-05-31,0.888423019396526,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-192,24583.333333333332,-0.10847457627118644,-1.218184255913666,greater,-35.769,174.364,Whangarei
1400,Autumn,Indeterminate,1960-03-01,2019-05-31,0.484736864024295,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,7,24582.333333333332,0.003955919909269185,0.03826834659576511,greater,-36.606,174.835,Whangaparaoa
15752,Autumn,Indeterminate,1960-03-01,2019-05-31,0.40672279990059373,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,38,24583.333333333332,0.021468926553672316,0.23598333753301384,greater,-45.90129,170.5147,Dunedin
1615,Autumn,Likely decreasing,1960-03-01,2019-05-31,0.7505032074873089,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-107,24582.333333333332,-0.06046906147025753,-0.6760741231918503,greater,-37.673,176.196,Tauranga
1770,Autumn,Indeterminate,1960-03-01,2019-05-31,0.46695899191486817,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,14,24581.333333333332,0.007914077013498546,0.08291643747926311,greater,-38.10595,176.31485,Rotorua
1858,Autumn,Likely increasing,1960-03-01,2019-05-31,0.19285709855368877,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,137,24582.333333333332,0.07742300393855403,0.867415856170676,greater,-38.74263,176.08104,Taupo
1962,Autumn,Indeterminate,1960-03-01,2019-05-31,0.5808614822045318,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-33,24582.333333333332,-0.018649336715126155,-0.20409784851074728,greater,-37.00813,174.78873,Auckland
2112,Autumn,Indeterminate,1960-03-01,2019-05-31,0.5683628225490697,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-28,24582.333333333332,-0.01582367963707674,-0.172207559680943,greater,-37.86088,175.33175,Hamilton
2250,Autumn,Very likely increasing,1960-03-01,2019-05-31,0.0653100388182064,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,238,24580.333333333332,0.1345773738247282,1.5116611855874524,greater,-38.88784,175.25981,Taumarunui
2283,Autumn,Indeterminate,1960-03-01,2019-05-31,0.6153882170686872,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-47,24582.333333333332,-0.026561176533664525,-0.2933906572341992,greater,-39.0079,174.18382,New Plymouth
2534,Autumn,Likely decreasing,1960-03-01,2019-05-31,0.6654272954847933,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-68,24583.333333333332,-0.0384180790960452,-0.427321178775998,greater,-40.21,176.109,Dannevirke
25354,Autumn,Indeterminate,1960-03-01,2019-05-31,0.3870535713682135,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,46,24583.333333333332,0.02598870056497175,0.28700676186447627,greater,-41.285,174.768,Wellington
2810,Autumn,Very likely increasing,1960-03-01,2019-05-31,0.05192827626895159,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,256,24581.333333333332,0.1447145511039734,1.626437812093238,greater,-38.6586,177.9851,Gisborne
2997,Autumn,Indeterminate,1960-03-01,2019-05-31,0.4166497976694188,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,34,24583.333333333332,0.0192090395480226,0.21047162536728262,greater,-39.49846,176.91189,Napier
3629,Autumn,Indeterminate,1960-03-01,2019-05-31,0.49236687979411947,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,4,24581.333333333332,0.0022611648609995845,0.019134562495214565,greater,-39.46249,175.66283,Waiouru
3715,Autumn,Very likely increasing,1960-03-01,2019-05-31,0.046729292430965685,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,264,24582.333333333332,0.14919469372100924,1.677429192447704,greater,-39.93704,175.04509,Whanganui
37662,Autumn,Indeterminate,1960-03-01,2019-05-31,0.43163855420529673,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,28,24583.333333333332,0.015819209039548022,0.17220405711868578,greater,-40.957,175.707,Masterton
3909,Autumn,Indeterminate,1960-03-01,2019-05-31,0.3628717581042551,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,56,24582.333333333332,0.03164735927415348,0.35079317712784686,greater,-42.71228,170.98428,Hokitika
3925,Autumn,Likely decreasing,1960-03-01,2019-05-31,0.8208058045690184,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-145,24582.333333333332,-0.0819440552634331,-0.9184403182983627,greater,-42.11578,171.86014,Reefton
4107,Autumn,Likely increasing,1960-03-01,2019-05-31,0.26807050599268634,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,98,24583.333333333332,0.05536723163841808,0.6186590200189822,greater,-44.67384,167.92406,Milford Sound
4241,Autumn,Indeterminate,1960-03-01,2019-05-31,0.3919416184297209,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,44,24581.333333333332,0.02487281347099543,0.27426206243140877,greater,-41.299,173.226,Nelson
4326,Autumn,Indeterminate,1960-03-01,2019-05-31,0.41416107761031706,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,35,24582.333333333332,0.019779599546345922,0.216853964042669,greater,-41.52133,173.86439,Blenheim
4843,Autumn,Indeterminate,1960-03-01,2019-05-31,0.5482279703434353,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-20,24581.333333333332,-0.011305824304997922,-0.12118556246969224,greater,-43.493,172.537,Christchurch
4970,Autumn,Likely increasing,1960-03-01,2019-05-31,0.141964358756734,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,169,24581.333333333332,0.09553421537723245,1.0715354997320157,greater,-44.002,170.441,Lake Tekapo
5086,Autumn,Indeterminate,1960-03-01,2019-05-31,0.6323323705567687,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-54,24582.333333333332,-0.030517096442933708,-0.33803706159592517,greater,-44.30517,171.22141,Timaru
5212,Autumn,Likely decreasing,1960-03-01,2019-05-31,0.6950599526033301,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-81,24582.333333333332,-0.04577564466440056,-0.5102446212768682,greater,-44.52612,169.88948,Tara Hills
5451,Autumn,Indeterminate,1960-03-01,2019-05-31,0.42913154427377476,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,29,24582.333333333332,0.016388811052686622,0.17858561744690388,greater,-45.01758,168.74005,Queenstown
5778,Autumn,Indeterminate,1960-03-01,2019-05-31,0.5101768036573925,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-5,24582.333333333332,-0.0028256570780494173,-0.02551223106384341,greater,-46.115,168.887,Gore
5814,Autumn,Indeterminate,1960-03-01,2019-05-31,0.6080540949917381,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-44,24583.333333333332,-0.024858757062146894,-0.27425090578161065,greater,-46.41741,168.33052,Invercargill
1056,Winter,Likely decreasing,1960-06-01,2019-08-31,0.8447302286329613,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-160,24583.333333333332,-0.0903954802259887,-1.0140905585878162,greater,-35.183,173.926,Kerikeri
1287,Winter,Very likely decreasing,1960-06-01,2019-08-31,0.9709037265317422,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-298,24583.333333333332,-0.16836158192090395,-1.8942446283055434,greater,-35.769,174.364,Whangarei
1400,Winter,Very likely decreasing,1960-06-01,2019-08-31,0.9932113817863212,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-388,24583.333333333332,-0.2192090395480226,-2.468258152034496,greater,-36.606,174.835,Whangaparaoa
15752,Winter,Likely decreasing,1960-06-01,2019-08-31,0.7083339656050616,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-87,24581.333333333332,-0.049180335726740965,-0.5485241248628175,greater,-45.90129,170.5147,Dunedin
1615,Winter,Likely decreasing,1960-06-01,2019-08-31,0.8140521576635841,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-141,24582.333333333332,-0.07968352960099356,-0.8929280872345193,greater,-37.673,176.196,Tauranga
1770,Winter,Very likely decreasing,1960-06-01,2019-08-31,0.9452960277836058,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-252,24583.333333333332,-0.1423728813559322,-1.6008599383996345,greater,-38.10595,176.31485,Rotorua
1858,Winter,Indeterminate,1960-06-01,2019-08-31,0.3773184325315009,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,50,24581.333333333332,0.028264560762494804,0.3125311874218379,greater,-38.74263,176.08104,Taupo
1962,Winter,Indeterminate,1960-06-01,2019-08-31,0.46696033290600536,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,14,24583.333333333332,0.007909604519774011,0.08291306453862649,greater,-37.00813,174.78873,Auckland
2112,Winter,Indeterminate,1960-06-01,2019-08-31,0.4720342665329579,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,12,24583.333333333332,0.006779661016949152,0.07015720845576087,greater,-37.86088,175.33175,Hamilton
2250,Winter,Very likely increasing,1960-06-01,2019-08-31,0.09337893496342431,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,208,24583.333333333332,0.11751412429378531,1.3202311045765909,greater,-38.88784,175.25981,Taumarunui
2283,Winter,Very likely decreasing,1960-06-01,2019-08-31,0.9532673740861317,NA,NA,NA,NA,NA,NA,NA,Mann-Kendall,60,NA,-264,24583.333333333332,-0.14915254237288136,-1.677395074896828,greater,-39.0079,174.18382,New Plymouth
