agent_number,season,trend_likelihood,period_start,period_end,p_value,slope,conf_low,conf_high,conf_level,intercept,r_squared,sigma,trend_method,n,note,s,var_s,tau,z,alternative,lat,lon,site
4326,Annual,NA,1960-01-01,2019-12-31,0.7629361326154228,0.32170325090302987,-1.758900390156009,2.4023068919620685,0.95,691.1363841807907,0.0015809322027577216,142.40236059821126,Linear model,60,NA,NA,NA,NA,NA,NA,-41.52133,173.86439,Blenheim
4843,Annual,NA,1960-01-01,2019-12-31,0.6652072474664256,0.4178938594053902,-1.465178286837203,2.3009660056479833,0.95,605.3075706214689,0.003251261813832407,128.88274994327776,Linear model,60,NA,NA,NA,NA,NA,NA,-43.493,172.537,Christchurch
4970,Annual,NA,1960-01-01,2019-12-31,0.8500767313055431,0.1835732147818849,-1.7114267622922246,2.078573191855994,0.95,593.1976836158191,6.211529472199606e-4,129.69912420779625,Linear model,60,NA,NA,NA,NA,NA,NA,-44.002,170.441,Lake Tekapo
5086,Annual,NA,1960-01-01,2019-12-31,0.4709204039628372,0.6709724923589895,-1.1410998356429607,2.4830448203609397,0.95,519.783672316384,0.00899913151426037,124.02332284241716,Linear model,60,NA,NA,NA,NA,NA,NA,-44.30517,171.22141,Timaru
5212,Annual,NA,1960-01-01,2019-12-31,0.46482048054409386,-0.583406501806056,-2.137446610688102,0.9706336070759901,0.95,548.6605649717513,0.00924807189521781,106.3628725827194,Linear model,60,NA,NA,NA,NA,NA,NA,-44.52612,169.88948,Tara Hills
5451,Annual,NA,1960-01-01,2019-12-31,0.18721554457602124,1.2533731592108912,-0.5872709905769093,3.0940173089986915,0.95,658.1804519774012,0.029795626865214645,125.97885862472769,Linear model,60,NA,NA,NA,NA,NA,NA,-45.01758,168.74005,Queenstown
5778,Annual,NA,1960-01-01,2019-12-31,0.1014748853584014,1.6757710475131988,-0.2978691317412814,3.649411226767679,0.95,864.8589830508474,0.04557266914131153,135.08148065830463,Linear model,60,NA,NA,NA,NA,NA,NA,-46.115,168.887,Gore
5814,Annual,NA,1960-01-01,2019-12-31,0.1411700607000167,1.4353098082800748,-0.4504312378522233,3.321050854412373,0.95,1059.7397175141245,0.03695243999550491,129.06541695250246,Linear model,60,NA,NA,NA,NA,NA,NA,-46.41741,168.33052,Invercargill
1056,Autumn,NA,1960-03-01,2019-05-31,0.5570800355435225,0.7799916643512094,-1.808468410747457,3.368451739449876,0.95,389.07858757062144,0.005978071912110269,177.16148224207294,Linear model,60,NA,NA,NA,NA,NA,NA,-35.183,173.926,Kerikeri
1287,Autumn,NA,1960-03-01,2019-05-31,0.13734722790969156,-1.6642317310363954,-3.8292984553056733,0.5008349932328824,0.95,400.01073446327644,0.037660119879082035,148.18325139124042,Linear model,60,NA,NA,NA,NA,NA,NA,-35.769,174.364,Whangarei
1400,Autumn,NA,1960-03-01,2019-05-31,0.5369644409318117,0.494303973325924,-1.0655274937949637,2.054135440446812,0.95,256.5603954802259,0.006607269393735614,106.75924941682952,Linear model,60,NA,NA,NA,NA,NA,NA,-36.606,174.835,Whangaparaoa
15752,Autumn,NA,1960-03-01,2019-05-31,0.6370384239430695,-0.21898305084745665,-1.1238167225475966,0.6858506208526832,0.95,186.75564971751402,0.0038642942834046672,61.92935946861133,Linear model,60,NA,NA,NA,NA,NA,NA,-45.90129,170.5147,Dunedin
1615,Autumn,NA,1960-03-01,2019-05-31,0.9419364122239472,-0.07482078355098568,-2.0794811604574717,1.9298395933555001,0.95,355.2487005649716,9.225523337511863e-5,137.2045901658994,Linear model,60,NA,NA,NA,NA,NA,NA,-37.673,176.196,Tauranga
1770,Autumn,NA,1960-03-01,2019-05-31,0.7874640620036498,0.30539594331758957,-1.9045125695676637,2.515304456202843,0.95,346.2854237288135,0.0012632728056745912,151.2523494291111,Linear model,60,NA,NA,NA,NA,NA,NA,-38.10595,176.31485,Rotorua
1858,Autumn,NA,1960-03-01,2019-05-31,0.3558228213431244,0.5721700472353434,-0.6326542374293097,1.7769943318999966,0.95,199.11548022598868,0.014717424067299666,82.46156012442998,Linear model,60,NA,NA,NA,NA,NA,NA,-38.74263,176.08104,Taupo
1962,Autumn,NA,1960-03-01,2019-05-31,0.7095486653345597,0.2171936649069189,-0.9201178233549029,1.3545051531687406,0.95,271.63892655367226,0.002409660609628444,77.84079459820218,Linear model,60,NA,NA,NA,NA,NA,NA,-37.00813,174.78873,Auckland
2112,Autumn,NA,1960-03-01,2019-05-31,0.5293913348728335,0.43318421783828837,-0.9086429192007597,1.7750113548773363,0.95,271.3128813559323,0.006855399742868161,91.83842037873177,Linear model,60,NA,NA,NA,NA,NA,NA,-37.86088,175.33175,Hamilton
2250,Autumn,NA,1960-03-01,2019-05-31,0.08045531696031717,1.0229091414281744,-0.1039581224080397,2.1497764052643884,0.95,263.07293785310725,0.051751048597912776,77.12596252568548,Linear model,60,NA,NA,NA,NA,NA,NA,-38.88784,175.25981,Taumarunui
2283,Autumn,NA,1960-03-01,2019-05-31,0.6239036835508563,-0.3711280911364243,-1.846706343819632,1.1044501615467834,0.95,376.14774011299414,0.004172300258581803,100.9927226324171,Linear model,60,NA,NA,NA,NA,NA,NA,-39.0079,174.18382,New Plymouth
2534,Autumn,NA,1960-03-01,2019-05-31,0.4616512264418804,-0.4356599055293126,-1.5879092299799487,0.7165894189213233,0.95,260.3742937853106,0.00937945878131,78.86318208880265,Linear model,60,NA,NA,NA,NA,NA,NA,-40.21,176.109,Dannevirke
25354,Autumn,NA,1960-03-01,2019-05-31,0.9441099347795409,-0.052111697693804804,-1.5027261539580614,1.398502758570452,0.95,327.4277401129945,8.546681315042044e-5,99.28413024634287,Linear model,60,NA,NA,NA,NA,NA,NA,-41.285,174.768,Wellington
2810,Autumn,NA,1960-03-01,2019-05-31,0.06220885146475799,1.4864601278132816,-0.04570958660716906,3.0186298422337323,0.95,241.94796610169485,0.058681036701202005,104.86600132041593,Linear model,60,NA,NA,NA,NA,NA,NA,-38.6586,177.9851,Gisborne
