X,Y,OBJECTID,Siteno,Name,NZTM_E,NZTM_N,Region,Operator,Funder,Area_km2,No_years,L1_mean,L2,Lcv,T3_Lskew,T4_Lkurt,Gumb_u,Gumb_alpha,GEV_u,GEV_alpha,GEV_k,GEV_z,Data_2_33y,Data_5y,Data_10y,Data_20y,Data_50y,Data_100y,Data_250y,Data_500y,Data_1000y,se_2_33y,se_5y,se_10y,se_20y,se_50y,se_100y,se_250y,se_500y,se_1000y
1868574,5752436,323,1043428,Tahunaatara at Ohakuri Rd,1868574,5752436,WRC,NIWA,"NZX,Mercury Energy Ltd,MBIE",210,49,38.0262,7.9725,0.20966,0.14735,0.1569,31.3871,11.5019,31.5703,11.8726,0.035447,0.3306,38.04196493,48.63925973,57.27059996,65.54998873,76.26680825,84.29755639,94.8713491,102.8553894,110.8336571,5%,5%,6%,7%,8%,8%,9%,9%,9%
1888666,5738959,324,1043434,Mangakara at Hirsts,1888666,5738959,WRC,NIWA,MBIE,22,25,3.9073,1.3501,0.34553,0.42195,0.26265,2.783,1.9478,2.5367,1.225,-0.35824,-2.3865,3.909974318,5.704583106,7.16626548,8.568346306,10.38319612,11.74317066,13.53379947,14.88586423,16.23695143,7%,7%,7%,8%,8%,9%,9%,9%,9%
1790824,5764545,325,1043444,Mangapu at SH3 Br U/S Mangaokewa Confluence,1790824,5764545,WRC,WRC,WRC,150.7,13,47.9616,13.9309,0.29046,0.43445,0.46168,36.3607,20.0981,33.7448,12.279,-0.37445,-1.7989,47.9892258,66.50664385,81.58880758,96.05598113,114.7822533,128.8149592,147.2913103,161.2424002,175.1834031,8%,8%,9%,10%,11%,11%,12%,12%,12%
1843632,5680068,326,1043459,Tongariro at Turangi,1843632,5680068,WRC,NIWA,"Genesis Energy Ltd,MBIE",772,57,462.4418,139.0037,0.30059,0.30929,0.22435,346.687,200.5399,330.1088,159.3218,-0.2059,-2.0712,462.7170427,647.484815,797.9754388,942.3296582,1129.181388,1269.200466,1453.55847,1592.763179,1731.867241,5%,5%,5%,6%,6%,7%,7%,7%,7%
1839248,5654951,327,1043461,Tongariro at Waipakihi,1839248,5654951,WRC,NIWA,"MBIE,Genesis Energy Ltd",174,53,263.0234,59.4041,0.22585,0.20326,0.18362,213.5549,85.702,211.5727,81.5557,-0.051203,-0.49667,263.1410757,342.1027567,406.4158807,468.1065732,547.9588469,607.796889,686.5834532,746.0734697,805.5204741,5%,5%,6%,6%,7%,7%,8%,8%,8%
1836246,5655650,328,1043466,Waihohonu Stm at Desert Rd,1836246,5655650,WRC,NIWA,MBIE,88,50,41.8579,7.2262,0.17264,0.21989,0.26283,35.8402,10.4252,35.4888,9.6663,-0.076271,-0.71858,41.87209889,51.47737435,59.30072946,66.80507951,76.5186909,83.79767572,93.38164913,100.6182984,107.8497156,3%,4%,5%,5%,6%,7%,7%,7%,8%
1832596,5692996,329,1043468,Kuratau at SH41,1832596,5692996,WRC,NIWA,King Country Energy,121,35,24.0417,5.411,0.22507,0.25516,0.24328,19.5356,7.8065,19.1094,6.8308,-0.12842,-1.0123,24.05234967,31.24488151,37.10309254,42.72242921,49.99608413,55.44666494,62.62324557,68.04212511,73.45708671,5%,6%,6%,7%,8%,8%,9%,9%,10%
1844879,5720568,330,1043476,Otutira at Otutaru,1844879,5720568,WRC,NIWA,MBIE,0.045,12,0.14428,0.072105,0.49977,0.42168,0.28955,0.084232,0.10403,0.071087,0.065463,-0.35788,-1.6518,0.144422542,0.240270757,0.318337713,0.393221412,0.490150679,0.562785524,0.658421172,0.730633564,0.802793745,14%,12%,13%,13%,14%,14%,14%,15%,15%
1794774,5864730,331,1143402,Whangamarino at Slackline,1794774,5864730,WRC,WRC,WRC,127,24,40.9463,15.1456,0.36989,0.43174,0.32436,28.3339,21.8505,25.507,13.4344,-0.37095,-2.4213,40.97634396,61.10833868,77.50555129,93.23415129,113.5932106,128.8494607,148.9368078,164.1043255,179.2608769,7%,7%,7%,8%,8%,9%,9%,9%,9%
1845133,5719829,332,1143406,Otutira at Otumaroke,1845133,5719829,WRC,NIWA,MBIE,0.085,12,0.031731,0.027533,0.86769,0.83747,0.78847,0.0088032,0.039721,0.002868,0.0050982,-0.83826,-3.869,0.031785306,0.068382316,0.098190041,0.126782325,0.163792105,0.191525727,0.228041574,0.255613894,0.283166279,5%,3%,3%,3%,3%,3%,3%,3%,3%
1882222,5740966,333,1143407,Purukohukohu at Weir,1882222,5740966,WRC,NIWA,MBIE,1.69,13,0.61074,0.24728,0.40489,0.4521,0.19999,0.40482,0.35675,0.35665,0.20899,-0.39713,-1.91,0.611231381,0.93992359,1.207638544,1.464437155,1.796836616,2.045923237,2.37388649,2.621524391,2.868983246,10%,10%,10%,11%,11%,12%,12%,12%,13%
1881061,5742004,334,1143408,Purukohukohu at Puruorakau,1881061,5742004,WRC,NIWA,MBIE,0.372,18,0.013573,0.0026986,0.19881,0.26709,0.25054,0.011326,0.0038933,0.011088,0.0033376,-0.14575,-0.82393,0.013578618,0.017165716,0.020087355,0.022889861,0.026517418,0.029235761,0.032814904,0.035517437,0.038218016,6%,7%,8%,9%,10%,11%,12%,12%,13%
1881139,5741544,335,1143409,Purukohukohu at Puruki,1881139,5741544,WRC,NIWA,MBIE,0.344,45,0.14034,0.087206,0.62141,0.73462,0.58215,0.067716,0.12581,0.047537,0.028968,-0.72956,-6.5207,0.140508196,0.25642345,0.350834713,0.441396264,0.558618903,0.646460774,0.762118958,0.84944993,0.93671776,3%,3%,3%,3%,3%,3%,3%,3%,3%
1788895,5786447,336,1143427,Te Tahi at Puketotara,1788895,5786447,WRC,NIWA,MBIE,3.11,41,3.479,1.2124,0.3485,0.28281,0.12765,2.4694,1.7492,2.3478,1.4586,-0.16837,-1.4365,3.481466679,5.093095025,6.405742529,7.66486553,9.2946711,10.51598103,12.12403519,13.33824183,14.55157057,7%,7%,7%,8%,8%,9%,9%,9%,10%
1792413,5817226,337,1143428,Ohote at Rotokauri,1792413,5817226,WRC,NIWA,MBIE,17.4,22,3.943,0.78076,0.19801,0.12617,0.16716,3.2929,1.1264,3.3291,1.1962,0.069266,0.43288,3.944621877,4.982432401,5.827713757,6.638527929,7.688043704,8.474508089,9.510017014,10.29190722,11.07323211,7%,8%,9%,10%,12%,12%,13%,14%,14%
1880996,5741943,338,1143442,Purukohukohu at Purutaka,1880996,5741943,WRC,NIWA,MBIE,0.225,45,0.23503,0.10287,0.43767,0.32732,0.19381,0.14937,0.14841,0.13587,0.11393,-0.23106,-2.0652,0.235238292,0.371976093,0.483347015,0.590176677,0.728456716,0.832078147,0.968512699,1.071531454,1.174475725,8%,7%,7%,8%,8%,8%,9%,9%,9%
1784517,5838050,339,1143450,Awaroa at Sansons Br Rotowaro,1784517,5838050,WRC,WRC,WRC,40,14,19.5884,1.437,0.07336,0.1125,0.084086,18.3918,2.0732,18.481,2.2408,0.091427,0.45579,19.59132929,21.50147558,23.05726154,24.54960879,26.48129923,27.92882938,29.83473945,31.27385058,32.71192121,3%,4%,6%,7%,8%,9%,10%,11%,11%
1793853,5875572,340,1243414,Mangatangi at SH2 Maramarua,1793853,5875572,WRC,WRC,WRC,196,27,76.4956,23.5511,0.30788,0.23393,0.1118,56.8835,33.9771,55.4472,30.7997,-0.097192,-0.67288,76.54225301,107.8471109,133.3444557,157.802121,189.46006,213.1832303,244.418662,268.0038554,291.5719963,8%,8%,9%,10%,11%,11%,12%,12%,12%
1840617,5695473,341,1243461,Whareroa at Fish Trap,1840617,5695473,WRC,WRC,WRC,58,7,7.5171,2.0208,0.26882,0.06569,-0.15546,5.8344,2.9153,6.076,3.3335,0.16919,0.59643,7.521158512,10.20717504,12.39489587,14.49341021,17.20972177,19.24521504,21.92527467,23.94892926,25.97112071,19%,20%,23%,25%,27%,28%,30%,31%,31%
1881985,5742344,342,1443433,Puruwai at Gorge,1881985,5742344,WRC,NIWA,MBIE,0.278,17,0.032093,0.0082537,0.25718,0.11353,0.079272,0.025219,0.011908,0.025722,0.012853,0.08974,0.493,0.03210883,0.043080285,0.052016374,0.060588085,0.071683286,0.079997577,0.090944701,0.099210635,0.107470593,10%,11%,13%,14%,15%,16%,17%,18%,18%
1827591,5797605,343,1443462,Mangahanene at SH1,1827591,5797605,WRC,NIWA,MBIE,8.75,42,5.5094,2.3099,0.41927,0.28095,0.093433,3.5858,3.3325,3.3573,2.7882,-0.1657,-1.4308,5.513945557,8.584350006,11.08514912,13.48397567,16.58901058,18.9157973,21.97939237,24.29264621,26.60422752,8%,8%,8%,8%,9%,9%,10%,10%,10%
1799216,5840075,344,1443498,Mangawara at McConnells Br,1799216,5840075,WRC,WRC,WRC,306,23,90.6927,21.8787,0.24124,0.087687,0.22912,72.4733,31.5643,74.4831,35.1773,0.13227,0.84516,90.73603512,119.8178557,143.5045694,166.2254339,195.6352624,217.6737902,246.6911148,268.6014638,290.4959712,9%,9%,11%,12%,13%,14%,15%,15%,16%
1809611,5844393,345,1443499,Mangawara at Jefferis Farm Br,1809611,5844393,WRC,WRC,WRC,98,37,59.7277,12.5117,0.20948,0.17421,0.23333,49.3086,18.0506,49.2451,17.9392,-0.0066587,-0.053966,59.75246622,76.38341673,89.92908048,102.9224064,119.7409339,132.3440536,148.9381209,161.4679393,173.9886984,5%,6%,7%,8%,9%,9%,10%,10%,10%
1853533,5685679,346,1543413,Tauranga-Taupo at Te Kono,1853533,5685679,WRC,WRC,WRC,199,36,150.2784,34.3114,0.22832,0.10816,0.079527,121.7057,49.5009,124.0113,53.7977,0.09851,0.78752,150.3463423,195.9540793,233.100908,268.733038,314.8551753,349.4172269,394.9238175,429.2848518,463.6210425,6%,7%,8%,9%,10%,10%,11%,11%,12%
1851035,5680874,347,1543420,Waimarino at Kepa Rd,1851035,5680874,WRC,NIWA,SCION,60,26,72.7496,14.1391,0.19435,0.03158,0.07374,60.9753,20.3984,63.309,24.2028,0.22786,1.548,72.77757587,91.57167583,106.8791929,121.5625308,140.5686055,154.810984,173.5634034,187.7229464,201.8722518,7%,8%,9%,10%,12%,13%,13%,14%,14%
1833329,5713105,348,1543424,Waihaha at SH32,1833329,5713105,WRC,WRC,WRC,132.9,17,57.706,13.8682,0.24033,-0.0096791,-0.042399,46.1573,20.0076,49.2654,24.7117,0.30124,1.6549,57.73346355,76.16749928,91.18174934,105.5837785,124.2257279,138.1952457,156.5883994,170.4766687,184.3548965,11%,12%,14%,15%,17%,18%,19%,20%,20%
1805060,5813077,349,1543497,Mangaonua at Dreadnought Culvert SH1,1805060,5813077,WRC,WRC,WRC,166,33,29.6118,7.2495,0.24482,0.037454,0.053656,23.5748,10.4589,24.713,12.3337,0.21763,1.6657,29.62619732,39.26252233,47.11116684,54.63977509,64.38478623,71.68730075,81.30225485,88.56229701,95.81709006,8%,8%,9%,10%,12%,12%,13%,13%,14%
1772726,5874918,350,1643456,Whakapipi at Harrisville Rd,1772726,5874918,WRC,WRC,WRC,12.7,11,9.0718,3.0968,0.34137,0.3149,0.43219,6.493,4.4678,6.1118,3.5122,-0.21377,-0.94463,9.07801687,13.19443187,16.54719114,19.76323833,23.92608154,27.04554672,31.15283256,34.25415453,37.3532342,13%,13%,14%,15%,16%,16%,17%,18%,18%
1770652,5874729,351,1643457,Whakapipi at SH22-Tuakau,1770652,5874729,WRC,WRC,WRC,48.9,30,34.14,11.185,0.32762,0.28652,0.20283,24.8257,16.1366,23.673,13.367,-0.17367,-1.2674,34.16214819,49.02963159,61.13897741,72.75455266,87.78972335,99.05646801,113.8909791,125.092195,136.2853122,8%,8%,8%,9%,10%,10%,10%,11%,11%
1779766,5867145,352,1643460,Clarkes Rd Stm at Clarkes Rd,1779766,5867145,WRC,WRC,WRC,2.9,14,4.0314,0.77664,0.19265,0.057404,0.35151,3.3846,1.1205,3.4858,1.2931,0.183,0.91373,4.032908206,5.065282755,5.90613659,6.712703777,7.756722266,8.539067209,9.569152214,10.34694694,11.12417931,9%,11%,12%,14%,16%,17%,18%,19%,19%
1783624,5803282,353,1643461,Kaniwhaniwha at Limeworks Rd,1783624,5803282,WRC,WRC,WRC,26.5,9,35.703,3.7174,0.10412,0.2936,0.43942,32.6074,5.363,32.2051,4.386,-0.18374,-0.73446,35.71036913,40.65157815,44.67611998,48.53655712,53.53349702,57.2780003,62.20825098,65.93097576,69.65100894,5%,6%,7%,8%,10%,11%,12%,13%,13%
1789637,5754341,354,1643462,Mangaokewa at Te Kuiti Pumping Stn,1789637,5754341,WRC,WRC,WRC,173.2,30,62.7761,13.5512,0.21587,0.14518,0.18787,51.4913,19.5503,51.8345,20.2404,0.038883,0.28376,62.80287512,80.81557672,95.48665636,109.5595082,127.7753713,141.4255974,159.3983515,172.9691861,186.5302088,6%,7%,8%,9%,10%,11%,11%,12%,12%
1781825,5762734,355,1943481,Waitomo at Aranui Caves,1781825,5762734,WRC,WRC,WRC,30.8,26,26.7598,6.2295,0.23279,0.11174,0.12633,21.5722,8.9873,21.9645,9.7234,0.092662,0.62953,26.77214676,35.05261064,41.79692628,48.26623576,56.6400933,62.91512115,71.17722108,77.41575256,83.6497735,8%,8%,10%,11%,12%,12%,13%,14%,14%
1857588,5740353,356,2043441,Waipapa at Mulberry Rd,1857588,5740353,WRC,NIWA,MBIE,85.4,8,6.7882,1.2483,0.18389,0.43001,0.61534,5.7487,1.8009,5.5166,1.1118,-0.3687,-1.3895,6.790679695,8.449941922,9.80138652,11.09772462,12.77570133,14.03310874,15.68869115,16.93878532,18.18797566,6%,8%,9%,10%,11%,12%,13%,13%,14%
1892299,5746660,357,2043493,Waiotapu at Campbell Rd,1892299,5746660,WRC,WRC,WRC,47.6,14,6.3066,0.95242,0.15102,-0.032952,0.0087667,5.5135,1.3741,5.7606,1.7321,0.34387,1.7143,6.308538202,7.574567536,8.605729744,9.594845292,10.87515391,11.83456505,13.09778666,14.05161774,15.00475919,8%,10%,11%,13%,15%,16%,18%,18%,19%
1885383,5755059,358,2143401,Otamakokore at Hossack Rd,1885383,5755059,WRC,WRC,WRC,40.1,26,6.3278,1.5958,0.25218,0.097428,0.074345,4.9989,2.3022,5.1265,2.5356,0.11613,0.78897,6.330926017,8.452061838,10.17969566,11.8368835,13.98194318,15.58936355,17.70579523,19.30386664,20.90078262,8%,9%,10%,11%,12%,13%,14%,14%,15%
1868816,5715211,359,2143412,Otumaheke at Spa Recorder,1868816,5715211,WRC,WRC,WRC,9.1,19,0.70474,0.22153,0.31434,0.35726,0.20112,0.52026,0.31959,0.48713,0.23117,-0.27217,-1.5807,0.705171039,0.99962582,1.239454894,1.4695047,1.767280576,1.990421691,2.284223447,2.506066746,2.727749648,8%,8%,9%,10%,11%,11%,11%,12%,12%
1768405,5844124,360,3043407,Naike at Kaawa School Rd,1768405,5844124,WRC,NIWA,MBIE,28.6,23,18.1415,2.9203,0.16097,0.087822,0.21499,15.7096,4.2131,15.9774,4.6946,0.13204,0.84373,18.14725043,22.02899716,25.19062259,28.2233296,32.14885776,35.09048871,38.96362672,41.88814876,44.81055634,6%,7%,8%,9%,11%,11%,12%,13%,13%
1782551,5816044,361,3043448,Mangaotama at Waterfall,1782551,5816044,WRC,NIWA,MBIE,2.59,21,4.1939,1.6559,0.39483,0.43439,0.28227,2.815,2.3889,2.5041,1.4598,-0.37437,-2.2858,4.197189624,6.398206634,8.190902508,9.91049943,12.13634126,13.80429649,16.0004322,17.65868639,19.31574164,8%,8%,8%,9%,9%,9%,10%,10%,10%
1782351,5816343,362,3043449,Kiripaka at Crump Weir,1782351,5816343,WRC,NIWA,MBIE,2.66,21,7.4543,2.9008,0.38914,0.39618,0.25595,5.0387,4.1849,4.5445,2.7882,-0.32438,-1.9806,7.460034236,11.31579885,14.45626223,17.4686701,21.36792309,24.2898645,28.13707801,31.04202504,33.94487174,9%,8%,9%,9%,10%,10%,11%,11%,11%
1782350,5816843,363,3043451,Whakakai at Waterfall,1782350,5816843,WRC,NIWA,MBIE,3,20,5.8825,1.4741,0.25059,0.13982,0.22007,4.6549,2.1266,4.7009,2.2178,0.047401,0.28245,5.885325909,7.844672376,9.440531158,10.97131722,12.95276275,14.43757735,16.39257848,17.86875721,19.34386863,9%,10%,11%,12%,13%,14%,15%,15%,16%
1801303,5847880,364,3043490,Matahuru at Mjyers Farm Br,1801303,5847880,WRC,WRC,WRC,82.6,30,29.5889,9.4529,0.31948,0.32893,0.24723,21.717,13.6377,20.4665,10.4365,-0.2333,-1.7026,29.60761385,42.17273156,52.4068345,62.22363175,74.93046884,84.45245511,96.98970659,106.4563118,115.9160725,7%,7%,8%,8%,9%,9%,10%,10%,10%
1755145,5878401,365,43602,Waitangi at SH Bridge,1755145,5878401,AC,NIWA,MBIE,17.6,46,14.3575,5.3574,0.37314,0.19797,0.070879,9.8962,7.7291,9.7442,7.4149,-0.043163,-0.39005,14.36816694,21.48938615,27.28951411,32.8531361,40.05467408,45.45121339,52.55663955,57.9217919,63.28306517,8%,8%,8%,9%,9%,10%,10%,10%,11%
1769604,5899627,366,43803,Papakura at Great Sth Rd,1769604,5899627,AC,AC,AC,51.6,38,28.8815,9.1807,0.31787,0.16304,0.1645,21.2364,13.2449,21.2949,13.3758,0.010745,0.088256,28.89974436,41.10295513,51.04229021,60.57633905,72.91718733,82.16491649,94.34106366,103.5350069,112.7223027,8%,8%,9%,10%,10%,11%,11%,11%,12%
1766395,5904321,367,43807,Puhinui at Upstrm Drop structure,1766395,5904321,AC,AC,AC,11.6,37,17.5737,6.3282,0.36009,0.32843,0.22597,12.3039,9.1297,11.4688,6.9934,-0.2326,-1.8852,17.58623773,25.9979021,32.84907859,39.42089157,47.92742937,54.3018824,62.69489184,69.03227024,75.36506662,7%,7%,7%,8%,8%,9%,9%,9%,9%
1775187,5881530,368,43829,Ngakaroa at Mill Rd,1775187,5881530,AC,AC,AC,4.66,32,3.1029,0.93663,0.30185,0.3058,0.26967,2.323,1.3513,2.2135,1.0806,-0.20099,-1.5149,3.104846389,4.349868904,5.363921369,6.33662484,7.595689708,8.53918165,9.781443023,10.7194475,11.65677378,7%,7%,7%,8%,9%,9%,10%,10%,10%
1735494,5915318,369,64615,Robinson Stm at Cascades Waitakere,1735494,5915318,AC,AC,AC,0.2,9,0.20856,0.018028,0.086441,0.18072,-0.011446,0.19354,0.026009,0.19333,0.025604,-0.016723,-0.066845,0.208588503,0.232551939,0.252069804,0.270791808,0.295025523,0.313185281,0.337095572,0.355149711,0.373190797,5%,6%,7%,9%,10%,12%,13%,14%,15%
1733114,5930191,370,45311,Kaipara at Waimauku,1733114,5930191,AC,AC,AC,155.4,35,79.5235,31.7684,0.39948,0.42824,0.20517,53.0685,45.8322,47.1862,28.4091,-0.36642,-2.8883,79.58647533,121.8140495,156.2077854,189.1990827,231.902933,263.9034594,306.0373835,337.8517908,369.6431958,6%,6%,6%,7%,7%,7%,8%,8%,8%
1739303,5929024,371,45315,Kumeu at Maddren Weir,1739303,5929024,AC,AC,AC,47.6,23,29.5278,9.8643,0.33407,0.079417,-0.10811,21.3134,14.2311,22.3209,16.0164,0.14607,0.93336,29.54734816,42.65919595,53.33860247,63.58254561,76.84227923,86.77858366,99.86135272,109.7398663,119.6112376,12%,12%,13%,14%,15%,16%,16%,17%,17%
1734842,5932555,372,45326,Ararimu at Old North Rd,1734842,5932555,AC,AC,AC,66.8,22,44.1043,15.0914,0.34218,0.30711,0.30053,31.537,21.7723,29.7598,17.3681,-0.20283,-1.2676,44.13419835,64.19414337,80.53267256,96.20498202,116.491179,131.692829,151.7082862,166.8215214,181.9238296,9%,9%,10%,10%,11%,12%,12%,12%,13%
1735816,5944954,373,45415,Kaukapakapa at Taylors,1735816,5944954,AC,AC,AC,61.9,14,82.9244,14.0284,0.16917,-0.13804,0.021856,71.2423,20.2386,77.3564,27.3885,0.5489,2.7364,82.95211745,101.5989854,116.7865842,131.3548936,150.2120757,164.3428801,182.9483941,196.997012,211.0354725,10%,11%,13%,15%,17%,19%,20%,21%,22%
1735399,5953252,374,45504,Makarau at Coles,1735399,5953252,AC,NIWA,MBIE,53.7,24,180.2107,54.3238,0.30145,0.17889,0.10952,134.9728,78.3727,134.442,77.3599,-0.013895,-0.090695,180.3183284,252.5271466,311.3401634,367.7550212,440.7782679,495.4989153,567.5475928,621.949978,676.3130295,9%,10%,11%,12%,12%,13%,14%,14%,14%
1746347,5975871,375,45702,Waiwhiu at Dome Shadow,1746347,5975871,AC,NIWA,MBIE,8.03,46,34.8193,11.9061,0.34194,0.34592,0.29763,24.9046,17.1769,23.2038,12.7124,-0.25669,-2.3197,34.84295361,50.66891916,63.55893454,75.92334677,91.92781013,103.9209033,119.7117708,131.6351106,143.5498296,6%,6%,6%,7%,7%,7%,8%,8%,8%
1735490,5972286,376,45703,Hoteo at Gubbs,1735490,5972286,AC,AC,AC,268,35,148.0833,36.1021,0.2438,0.24497,0.1181,118.0194,52.0844,115.4789,46.3622,-0.11349,-0.89462,148.1548252,196.1428742,235.228432,272.7202374,321.2495338,357.6154124,405.4970362,441.6514062,477.779636,6%,6%,7%,8%,8%,9%,9%,10%,10%
1742526,5985561,377,45705,Waiteitei at Tomarata Valley Rd,1742526,5985561,AC,AC,AC,80.6,18,107.1054,29.4978,0.27541,0.17218,0.080857,82.5412,42.5563,82.4524,42.4184,-0.0034986,-0.019777,107.1637779,146.3730961,178.3085071,208.9417201,248.5932721,278.3065305,317.4288925,346.9693348,376.488419,10%,11%,12%,13%,14%,15%,16%,16%,16%
1731072,5992426,378,45903,Topuni at Old North Rd,1731072,5992426,NRC,NIWA,MBIE,0.875,9,2.2511,0.46293,0.20564,-0.19553,-0.025211,1.8656,0.66787,2.1173,0.92493,0.67092,2.6818,2.252021777,2.867364919,3.368552827,3.849304301,4.471587771,4.937901664,5.551880132,6.015481883,6.478748444,15%,17%,20%,22%,25%,27%,28%,29%,30%
1711911,6047505,379,46609,Mangere at Kara Weir,1711911,6047505,NRC,NIWA,MBIE,12.3,18,49.0379,24.7526,0.50476,0.28405,0.0047884,28.4253,35.7104,25.9197,29.7129,-0.17014,-0.96175,49.08692013,81.9887569,108.7868174,134.4921604,167.7650903,192.6984689,225.5273378,250.3157008,275.0861415,15%,13%,14%,14%,15%,15%,15%,16%,16%
1662046,6042285,380,46611,Kaihu at Gorge,1662046,6042285,NRC,NRC,NRC,116,42,167.7383,40.7484,0.24293,0.057754,0.13255,133.8053,58.7875,139.0979,67.8203,0.18269,1.5775,167.8190605,221.983022,266.0987693,308.4156532,363.1905189,404.2365727,458.2804123,499.087737,539.8655575,7%,7%,8%,9%,10%,10%,11%,11%,12%
1677078,6056978,381,46618,Mangakahia at Gorge,1677078,6056978,NRC,NIWA,MBIE,246,53,517.262,134.4903,0.26,0.10622,0.093223,405.2657,194.0285,414.6109,211.3848,0.10169,0.98634,517.5283227,696.2968057,841.901097,981.5682289,1162.353005,1297.825754,1476.197774,1610.882597,1745.47004,6%,6%,7%,8%,9%,9%,10%,10%,10%
1694275,6054822,382,46625,Hikurangi at Moengawahine,1694275,6054822,NRC,NRC,NRC,189,32,242.6724,30.2014,0.12445,-0.17238,0.13838,217.5224,43.5714,232.6039,59.8684,0.62086,4.6795,242.7323029,282.8768851,315.574055,346.9379653,387.53533,417.957342,458.0128938,488.2579675,518.4811736,5%,6%,7%,8%,9%,10%,11%,12%,12%
1695212,6045188,383,46626,Mangakahia at Titoki Br,1695212,6045188,NRC,NRC,NRC,798,31,585.4606,157.2963,0.26867,0.1547,0.10639,454.4727,226.9307,456.8511,231.876,0.023836,0.17682,585.7721511,794.8551312,965.1501328,1128.501187,1339.942371,1498.387784,1707.007071,1864.530946,2021.940928,8%,8%,9%,10%,11%,11%,12%,12%,13%
1711405,6067175,384,46627,Waiotu at SH1 Br,1711405,6067175,NRC,NRC,NRC,125,24,117.2488,26.3742,0.22494,-0.008928,0.18796,95.2858,38.0499,101.1673,46.9638,0.29988,1.9574,117.3010275,152.3583665,180.9120518,208.3014322,243.7541757,270.3210181,305.3006088,331.712935,358.1061647,9%,10%,11%,12%,14%,15%,15%,16%,16%
1708566,6056158,385,46639,Wairua at Lewis Bridge,1708566,6056158,NRC,NIWA,MBIE,526,13,134.5844,24.2661,0.1803,0.051788,0.039655,114.3769,35.0086,117.7194,40.6542,0.19289,0.92665,134.6324669,166.887699,193.1591096,218.3592774,250.9783097,275.4216842,307.6053825,331.9065913,356.1902299,9%,11%,12%,14%,16%,17%,18%,19%,20%
1701994,6045837,386,46641,Waipao at Draffins Rd,1701994,6045837,NRC,NRC,NRC,36.7,29,14.941,2.9858,0.19984,0.067982,0.053678,12.4546,4.3077,12.8028,4.9127,0.16531,1.1861,14.94698488,18.91589148,22.14850734,25.24931007,29.26298116,32.27066282,36.2307674,39.22095601,42.20898267,7%,7%,9%,10%,11%,12%,12%,13%,13%
1707664,6045876,387,46645,Kokopu at McBeths,1707664,6045876,NRC,NIWA,MBIE,3.08,8,9.6235,0.88602,0.092069,0.076092,0.076331,8.8856,1.2783,8.9798,1.4442,0.15164,0.57148,9.625209442,10.80297329,11.76224455,12.68240059,13.87344819,14.76597076,15.94112262,16.82845417,17.71514416,6%,8%,10%,11%,13%,15%,16%,18%,19%
1703538,6048998,388,46646,Mangere at Knights Rd,1703538,6048998,NRC,NRC,NRC,79,30,63.9935,14.6779,0.22937,-0.05958,0.069391,51.7706,21.1757,56.1953,27.2684,0.39382,2.874,64.02261256,83.53287918,99.42370341,114.6665635,134.3968824,149.18198,168.6489778,183.3480833,198.0365612,8%,9%,10%,12%,13%,14%,14%,15%,15%
1700412,6019730,389,46651,Manganui at Permanent Station,1700412,6019730,NRC,NRC,NRC,411,48,158.7885,36.2367,0.22821,0.029367,0.054343,128.6125,52.2785,134.7042,62.1703,0.23172,2.1391,158.8602292,207.0271126,246.2583283,283.8898523,332.6000001,369.1014014,417.1614629,453.4505674,489.7134342,6%,7%,8%,8%,9%,10%,10%,11%,11%
1697580,6051984,390,46662,Pukewaenga at Conservation,1697580,6051984,NRC,NIWA,MBIE,0.389,13,2.3419,0.57099,0.24381,0.13761,0.10839,1.8665,0.82376,1.8856,0.86163,0.050928,0.24466,2.34311791,3.102090563,3.72026259,4.313228038,5.080760989,5.655918927,6.413208373,6.98502112,7.556420437,11%,12%,14%,15%,17%,18%,19%,19%,20%
1697563,6051344,391,46663,Pukeiti at Riddolls,1697563,6051344,NRC,NIWA,MBIE,0.014,13,0.17681,0.040574,0.22947,-0.037114,-0.052876,0.14303,0.058536,0.15381,0.074046,0.3516,1.6891,0.176898246,0.230830487,0.274757502,0.316893349,0.371433881,0.412304335,0.466116969,0.506749715,0.547353083,13%,14%,16%,18%,20%,21%,22%,23%,23%
1678409,6049455,392,1046651,Opouteke at Suspension Br,1678409,6049455,NRC,NRC,NRC,105,28,222.6178,60.1382,0.27014,0.040811,0.085513,172.5379,86.761,181.7058,101.9512,0.21181,1.4933,222.7368007,302.6741932,367.7820197,430.23501,511.0739999,571.6514471,651.4115588,711.6366798,771.8182572,9%,10%,11%,12%,13%,14%,14%,15%,15%
1696790,6053284,393,1046660,Puketurua at Puketitoi w backwater,1696790,6053284,NRC,NIWA,MBIE,2.48,23,7.5103,1.8602,0.24768,0.18974,0.11636,5.9612,2.6837,5.9232,2.6068,-0.030595,-0.1955,7.513957459,9.986588942,12.0005108,13.93231299,16.43283278,18.30662048,20.7737683,22.63665781,24.49820043,8%,8%,9%,10%,12%,12%,13%,13%,14%
1665607,6081683,394,47527,Opahi at Pond,1665607,6081683,NRC,NIWA,MBIE,10.6,28,22.2143,6.4549,0.29057,0.2233,0.2583,16.839,9.3124,16.5054,8.5877,-0.081371,-0.57369,22.22704582,30.80704113,37.7953207,44.49864624,53.17541356,59.67742966,68.23839674,74.70259629,81.16212212,8%,8%,9%,10%,11%,11%,12%,12%,12%
