X,Y,OBJECTID,Siteno,Name,NZTM_E,NZTM_N,Region,Operator,Funder,Area_km2,No_years,L1_mean,L2,Lcv,T3_Lskew,T4_Lkurt,Gumb_u,Gumb_alpha,GEV_u,GEV_alpha,GEV_k,GEV_z,Data_2_33y,Data_5y,Data_10y,Data_20y,Data_50y,Data_100y,Data_250y,Data_500y,Data_1000y,se_2_33y,se_5y,se_10y,se_20y,se_50y,se_100y,se_250y,se_500y,se_1000y
1917635,5563322,155,23210,Omakere at Fordale,1917635,5563322,HBRC,NIWA,MBIE,53,49,54.3148,15.4433,0.28433,0.16734,0.15665,41.4544,22.28,41.4843,22.3629,0.0040306,0.037593,54.34534764,74.87306291,91.59258405,107.6303501,128.3895933,143.9457248,164.4279148,179.8935698,195.348043,6%,6%,7%,8%,9%,9%,9%,10%,10%
1882806,5587133,156,23218,Makaroro at Burnt Br,1882806,5587133,HBRC,HBRC,HBRC,122,12,128.4808,29.4968,0.22958,0.35744,0.29703,103.9174,42.555,99.5033,30.7697,-0.27242,-1.2573,128.5392257,167.7473461,199.6817816,230.3140588,269.9643996,299.6767503,338.7979172,368.3374571,397.8556395,8%,8%,10%,11%,12%,12%,13%,14%,14%
1884809,5570721,157,23220,Tukipo at SH50 (Punawai),1884809,5570721,HBRC,HBRC,HBRC,86.5,37,89.7028,38.6939,0.43136,0.39899,0.22154,57.4806,55.8235,50.8341,36.9634,-0.3281,-2.6591,89.77942475,141.2124999,183.1039805,223.2872945,275.3004727,314.2770304,365.59604,404.3459051,443.0677534,7%,7%,7%,7%,8%,8%,8%,8%,8%
1905322,5572226,158,23235,Waipawa at Rds,1905322,5572226,HBRC,HBRC,HBRC,680,26,499.7731,135.409,0.27094,0.11275,0.090725,387.0118,195.3539,395.3811,211.0817,0.091013,0.61833,500.0412837,680.0309262,826.6298338,967.2510257,1149.270734,1285.668892,1465.259363,1600.864212,1736.371016,9%,9%,10%,11%,13%,13%,14%,14%,15%
1915529,5579733,159,1123247,Papanui at Newmans Ford,1915529,5579733,HBRC,HBRC,HBRC,58.4,12,25.599,7.7993,0.30467,0.065781,0.032603,19.1042,11.252,20.0359,12.8644,0.16904,0.7802,25.61447571,35.98152473,44.42533317,52.52483694,63.00881378,70.8650791,81.20913665,89.01970894,96.82463405,16%,16%,18%,19%,21%,22%,23%,24%,24%
1916441,5571422,160,1223216,Tukituki at Shag Rock,1916441,5571422,HBRC,HBRC,HBRC,1932,26,1292.4975,378.5642,0.29289,0.20998,0.12875,977.2497,546.1526,962.2504,514.3468,-0.061379,-0.417,1293.247212,1796.445824,2206.293667,2599.429558,3108.303643,3489.633161,3991.715806,4370.827463,4749.665016,8%,9%,10%,10%,11%,12%,12%,13%,13%
1938747,5594451,161,23302,Maraetotara at Waimarama Rd,1938747,5594451,HBRC,HBRC,HBRC,113.3,22,58.6432,19.0998,0.32569,0.30591,0.16306,42.7379,27.5552,40.5045,22.0303,-0.20115,-1.2571,58.68101671,84.06904632,104.7472218,124.5822241,150.2566001,169.495932,194.8276574,213.9550909,233.0686949,9%,9%,9%,10%,11%,11%,12%,12%,12%
1905625,5543105,162,24325,Taurekaitai Stm at Wallingford,1905625,5543105,HBRC,HBRC,HBRC,286.5,33,170.0492,77.0106,0.45287,0.39548,0.21259,105.9189,111.1028,92.8236,74.1338,-0.32346,-2.4757,170.2016817,272.5664324,355.9410111,435.9159087,539.4352103,617.0083595,719.1460912,796.2680651,873.3342786,8%,7%,8%,8%,8%,9%,9%,9%,9%
1881899,5521503,163,25003,Akitio at Weber,1881899,5521503,HRC,HRC,HRC,123,22,208.8689,69.6705,0.33356,0.13068,0.043447,150.851,100.5133,153.7283,106.1089,0.062017,0.38757,209.0068208,301.6149179,377.0428463,449.3951261,543.0477309,613.2271793,705.6298952,775.401171,845.1220011,12%,12%,13%,14%,15%,15%,16%,16%,16%
1879208,5518691,164,1425006,Waihi at S.H.52,1879208,5518691,HRC,HRC,HRC,129,8,142.9924,39.7659,0.2781,0.26492,-0.032326,109.8775,57.3701,106.4347,49.3678,-0.14261,-0.53743,143.0711694,195.929207,238.9812986,280.2778985,333.732111,373.7885212,426.5293331,466.3527701,506.1474141,14%,14%,16%,18%,19%,20%,21%,22%,22%
1879309,5496982,165,1425101,Owahanga at Branscombe Bridge,1879309,5496982,HRC,HRC,HRC,313.3,11,354.3984,104.3149,0.29434,0.1181,-0.14619,267.5306,150.4945,273.3311,161.5028,0.082323,0.36379,354.604959,493.2633183,606.1985057,714.5286489,854.7509074,959.8277578,1098.178608,1202.644318,1307.034498,15%,16%,17%,19%,20%,21%,22%,23%,24%
1856027,5461381,166,25902,Whareama at Waiteko,1856027,5461381,GWRC,NIWA,MBIE,398,44,347.5753,117.3082,0.3375,0.21307,0.16025,249.8873,169.24,244.9072,158.6175,-0.06603,-0.58358,347.8075863,503.7371434,630.7394665,752.5631439,910.2513985,1028.416555,1184.0003,1301.478193,1418.871148,7%,7%,8%,8%,9%,9%,10%,10%,10%
1844594,5436086,167,26502,Kaiwhata at Stansborough,1844594,5436086,GWRC,NIWA,MBIE,83.3,26,176.1177,65.1375,0.36985,0.29331,0.31331,121.8747,93.9735,114.8389,76.895,-0.18333,-1.2455,176.2466689,262.8293103,333.349594,400.9943432,488.5535325,554.1668234,640.5574466,705.7891222,770.9736344,9%,9%,9%,10%,11%,11%,12%,12%,12%
1821577,5424774,168,27303,Pahaoa at Hinakura,1821577,5424774,GWRC,NIWA,MBIE,563,27,470.1244,176.665,0.37578,0.33912,0.109,323.0073,254.8737,298.5043,191.1949,-0.24736,-1.7126,470.4742444,705.3025542,896.5667471,1080.031953,1317.508843,1495.464354,1729.771875,1906.692374,2083.484957,8%,8%,9%,9%,10%,10%,10%,11%,11%
1824743,5457267,169,29201,Ruamahanga at Wardells,1824743,5457267,GWRC,GWRC,GWRC,637,59,497.0116,82.3266,0.16564,0.063102,0.11714,428.4545,118.7721,438.5743,136.2044,0.17358,1.7765,497.1746491,606.6055221,695.7353532,781.2308271,891.8959485,974.823884,1084.012067,1166.457683,1248.84369,4%,4%,5%,6%,7%,7%,8%,8%,9%
1804602,5436518,170,29202,Ruamahanga at Waihenga,1804602,5436518,GWRC,GWRC,GWRC,2340,55,1063.1273,186.1199,0.17507,0.13448,0.086064,908.1367,268.5142,915.0347,282.036,0.055932,0.55268,1063.495878,1310.891886,1512.392283,1705.676301,1955.862637,2143.34209,2390.189436,2576.578484,2762.832769,4%,4%,5%,6%,7%,7%,8%,8%,8%
1807229,5425360,171,29222,Huangarua at Hautotara,1807229,5425360,GWRC,GWRC,GWRC,140,20,197.2807,70.1948,0.35581,0.27613,0.15411,138.8262,101.2697,132.1392,85.456,-0.15878,-0.94611,197.419665,290.7246725,366.7202241,439.6169818,533.9743573,604.6819322,697.7800129,768.0763436,838.3218488,10%,10%,11%,12%,13%,13%,14%,14%,14%
1801810,5456650,172,29224,Waiohine at Gorge(new site),1801810,5456650,GWRC,GWRC,GWRC,180,59,883.6159,142.8641,0.16168,0.13241,0.15477,764.6464,206.1093,770.2704,217.0854,0.059245,0.60633,883.8988324,1073.797981,1228.468035,1376.831264,1568.872245,1712.779937,1902.257937,2045.328644,2188.295908,3%,4%,5%,5%,6%,7%,7%,8%,8%
1832110,5458261,173,29231,Taueru at Te Weraiti,1832110,5458261,GWRC,GWRC,GWRC,373,44,195.9772,70.4089,0.35927,0.24179,0.1049,137.3445,101.5786,132.5784,90.8984,-0.1088,-0.96161,196.1166909,289.7063039,365.9336626,439.0527751,533.6979662,604.6212182,698.0032734,768.5140268,838.9737999,7%,7%,8%,8%,9%,9%,10%,10%,10%
1812621,5469759,174,29242,Atiwhakatu at Mt Holdsworth Rd,1812621,5469759,GWRC,GWRC,GWRC,38.8,30,118.5289,28.3845,0.23947,0.2969,0.093905,94.8918,40.9501,91.7526,33.2889,-0.18842,-1.3751,118.5850493,156.3144925,187.0445671,216.5215925,254.6765782,283.2683709,320.9141397,349.3396388,377.7445859,5%,6%,7%,7%,8%,9%,9%,10%,10%
1834125,5476283,175,29244,Whangaehu at Waihi,1834125,5476283,GWRC,NIWA,MBIE,36.3,46,28.0423,8.0509,0.2871,0.20691,0.1696,21.338,11.615,21.0418,10.9909,-0.05674,-0.51274,28.05830327,38.75980295,47.47601651,55.83681782,66.65901751,74.76873327,85.44649975,93.50904837,101.5657676,6%,6%,7%,8%,8%,9%,9%,9%,10%
1812553,5470756,176,29246,Waingawa at Upper Kaituna,1812553,5470756,GWRC,GWRC,GWRC,79,37,289.0324,38.4746,0.13312,0.085141,0.03919,256.9928,55.5072,260.6481,62.0491,0.1365,1.1063,289.1086173,340.2502688,381.9043893,421.8600217,473.5784895,512.3342032,563.3624356,601.8927411,640.3951887,4%,5%,6%,6%,7%,8%,9%,9%,10%
1798374,5416380,177,29250,Ruakokopatuna at Iraia,1798374,5416380,GWRC,GWRC,GWRC,15.54,42,38.1085,15.6803,0.41146,0.42858,0.38614,25.0508,22.6219,22.1451,14.0112,-0.36685,-3.1677,38.13956698,58.98229239,75.95838464,92.2422599,113.3200661,129.1149158,149.9114173,165.6144022,181.3060335,6%,6%,6%,6%,7%,7%,7%,7%,7%
1798064,5451000,178,29251,Tauherenikau at Gorge,1798064,5451000,GWRC,GWRC,GWRC,112,36,284.5584,68.1975,0.23966,0.094912,0.046339,227.7672,98.3881,233.4297,108.6967,0.12029,0.9616,284.6934049,375.3434454,449.1765656,519.9990672,611.6715309,680.3671421,770.816144,839.1122129,907.3589026,7%,7%,8%,9%,10%,11%,11%,12%,12%
1819265,5485273,179,29254,Ruamahanga at Mt Bruce,1819265,5485273,GWRC,GWRC,GWRC,76.5,39,313.9399,43.0017,0.13697,0.03281,0.067726,278.1304,62.0384,285.1551,73.5149,0.22571,1.8781,314.0250933,371.1842769,417.7395884,462.3965609,520.2004312,563.5162978,620.5487169,663.6126529,706.645453,4%,5%,6%,7%,8%,8%,9%,10%,10%
1826557,5458016,180,29259,Pakaraka at Te Whiti,1826557,5458016,GWRC,NIWA,MBIE,0.23,13,0.20737,0.070912,0.34196,0.39619,0.32233,0.14831,0.1023,0.13623,0.068156,-0.3244,-1.5584,0.207499585,0.301753861,0.378522578,0.452160974,0.547478325,0.618905266,0.71295051,0.783962023,0.854922194,10%,10%,11%,11%,12%,13%,13%,14%,14%
1811467,5465420,181,292243,Mangatarere at Gorge,1811467,5465420,GWRC,GWRC,GWRC,33.3,15,64.6214,14.6124,0.22612,-0.025672,-0.01088,52.453,21.0812,56.0798,26.41,0.33044,1.7052,64.65033597,84.07353485,99.8934437,115.0682801,134.7105492,149.4296659,168.8097891,183.4432975,198.0662256,11%,13%,14%,16%,18%,19%,20%,21%,21%
1770842,5426134,182,29501,Orongorongo at Dam,1770842,5426134,GWRC,GWRC,GWRC,23,8,72.7256,11.9501,0.16432,0.35157,0.48775,62.7743,17.2403,61.027,12.6154,-0.26441,-0.99646,72.74933611,88.63371535,101.5713078,113.9813572,130.044893,142.0822527,157.9314045,169.8987533,181.8574496,7%,8%,10%,11%,13%,13%,15%,15%,16%
1772446,5431027,183,29503,Orongorongo at Upper Dam Site,1772446,5431027,GWRC,GWRC,GWRC,7.1,33,29.6648,6.4497,0.21742,0.23521,0.19303,24.2939,9.3049,23.8934,8.4171,-0.099093,-0.75846,29.6776064,38.25069158,45.23334294,51.93126977,60.60104902,67.09782854,75.6519008,82.11089423,88.56521771,5%,6%,7%,8%,8%,9%,9%,10%,10%
1763118,5427912,184,29605,Wainuiomata at Leonard Wood Park,1763118,5427912,GWRC,GWRC,GWRC,77.5,26,68.4485,18.996,0.27752,0.20463,0.2158,52.6297,27.4054,51.9715,26.0245,-0.053281,-0.36198,68.48614418,93.73615531,114.3019168,134.0290889,159.5638897,178.6986296,203.8926427,222.9160925,241.9257881,8%,8%,9%,10%,11%,12%,12%,13%,13%
1768595,5430681,185,29606,Wainuiomata at Manuka Track,1768595,5430681,GWRC,GWRC,GWRC,27.1,32,29.8819,9.1888,0.3075,0.25077,0.1755,22.23,13.2566,21.5393,11.6863,-0.12199,-0.91946,29.90011384,42.11410443,52.06221951,61.60469034,73.95644001,83.21233824,95.39924131,104.6013061,113.7967176,7%,7%,8%,9%,10%,10%,11%,11%,11%
1784154,5453284,186,29808,Hutt at Kaitoke,1784154,5453284,GWRC,NIWA,"GWRC,MBIE",88.8,46,265.7786,38.8565,0.1462,0.011213,0.062351,233.421,56.0581,240.9456,67.8875,0.26374,2.3833,265.8555616,317.5047858,359.5723167,399.9245023,452.1562675,491.2966254,542.8313048,581.7440174,620.6285955,4%,5%,6%,7%,8%,8%,9%,9%,10%
1766530,5441958,187,29809,Hutt at Taita Gorge,1766530,5441958,GWRC,GWRC,GWRC,555.5,35,884.8676,190.4772,0.21526,0.042268,0.05788,726.2485,274.8005,754.911,322.4127,0.20929,1.6497,885.244858,1138.432758,1344.650567,1542.45964,1798.503194,1990.371808,2242.998202,2433.750883,2624.365647,7%,7%,8%,9%,10%,11%,12%,12%,13%
1775591,5448133,188,29818,Hutt at Birchville,1775591,5448133,GWRC,NIWA,"MBIE,GWRC",427,43,740.8192,166.8835,0.22527,0.078305,0.061235,601.8476,240.762,619.125,271.3189,0.14793,1.2925,741.1496797,962.9761511,1143.650538,1316.957749,1541.286155,1709.388728,1930.723245,2097.848112,2264.852145,6%,7%,7%,8%,9%,10%,10%,11%,11%
1765285,5439648,189,29819,Taita at Exotic,1765285,5439648,GWRC,NIWA,MBIE,0.04,8,0.01612,0.011581,0.71838,0.75992,0.70727,0.0064768,0.016707,0.0038282,0.003403,-0.75684,-2.8522,0.016143275,0.031536297,0.044073687,0.056099852,0.071666489,0.083331493,0.098690378,0.110287537,0.12187631,8%,6%,6%,6%,6%,6%,6%,6%,6%
1778723,5448588,190,29830,Mangaroa at Te Marua,1778723,5448588,GWRC,GWRC,GWRC,102.3,37,131.0009,38.6761,0.29524,0.14805,-0.015094,98.7935,55.7979,99.6527,57.5403,0.034324,0.27818,131.0775129,182.4870014,224.3592711,264.5241575,316.513483,355.4721665,406.7676419,445.4997368,484.2038277,8%,8%,9%,10%,10%,11%,11%,12%,12%
1770532,5450169,191,29841,Whakatikei at Dude Ranch,1770532,5450169,GWRC,GWRC,GWRC,46,37,83.1735,24.6204,0.29601,0.26888,0.20912,62.671,35.5197,60.463,30.356,-0.14834,-1.2022,83.22228334,115.9484183,142.6033724,168.1714442,201.2666905,226.0669205,258.7204773,283.3764659,308.0146279,6%,7%,7%,8%,9%,9%,9%,10%,10%
1783805,5445151,192,29843,Pakuratahi at Truss Br,1783805,5445151,GWRC,GWRC,GWRC,37.2,34,94.5342,13.842,0.14642,-0.052856,0.02931,83.0073,19.9698,87.0306,25.5828,0.38109,2.9607,94.56159292,112.9608015,127.9466855,142.3215051,160.9282346,174.87136,193.2297639,207.0917943,220.9438023,5%,6%,7%,8%,9%,10%,11%,12%,12%
1776286,5449590,193,29844,Akatarawa at Cemetery,1776286,5449590,GWRC,GWRC,GWRC,113.5,34,283.398,63.0151,0.22236,0.11237,0.1395,230.9224,90.9116,234.845,98.2781,0.09163,0.71188,283.5227894,367.2843441,435.5068943,500.9476024,585.6538865,649.1293264,732.7051194,795.8113781,858.8720101,6%,7%,8%,9%,10%,11%,11%,12%,12%
1760975,5434509,194,29845,Waiwhetu at Whites Line East,1760975,5434509,GWRC,GWRC,GWRC,11.6,26,13.1844,2.5279,0.19174,0.265,0.27109,11.0792,3.6471,10.8602,3.1379,-0.14272,-0.9696,13.18936944,16.54963113,19.28651468,21.91179909,25.30996048,27.85640424,31.20921373,33.74084705,36.27064997,5%,6%,7%,8%,8%,9%,10%,10%,10%
1755926,5435436,195,29901,Korokoro at Mill Weir,1755926,5435436,GWRC,GWRC,GWRC,15.9,15,8.8365,3.5613,0.40302,0.46792,0.30926,5.8708,5.1378,5.1566,2.8952,-0.41725,-2.1531,8.84347104,13.57719166,17.43273725,21.13106915,25.91818044,29.5054467,34.22866914,37.7950714,41.3588951,9%,9%,9%,10%,10%,11%,11%,11%,11%
1741946,5432729,196,30501,Makara at No 1,1741946,5432729,GWRC,NIWA,MBIE,0.008,7,0.021289,0.0080382,0.37758,-0.051867,0.26714,0.014595,0.011597,0.016919,0.014845,0.37922,1.3368,0.021304889,0.031989804,0.04069251,0.049040354,0.059845783,0.067942931,0.07860415,0.086654203,0.094698437,30%,29%,31%,33%,35%,36%,37%,38%,38%
1741930,5432180,197,30504,Makara at No 4,1741930,5432180,GWRC,NIWA,MBIE,0.015,7,0.04786,0.0091284,0.19073,-0.40136,0.12366,0.040258,0.01317,0.049215,0.017698,1.1835,4.172,0.047878008,0.06001221,0.069895338,0.079375471,0.091646532,0.100841965,0.112949256,0.122091208,0.131226549,16%,18%,21%,24%,27%,29%,31%,32%,33%
1742191,5431715,198,30507,Makara at No 7,1742191,5431715,GWRC,NIWA,MBIE,0.008,7,0.01772,0.0095254,0.53754,0.071517,-0.13204,0.0097882,0.013742,0.010856,0.015609,0.15934,0.56171,0.017739161,0.030400375,0.040712748,0.050604623,0.063408641,0.073003451,0.085636586,0.095175591,0.104707699,37%,32%,32%,33%,34%,35%,36%,36%,37%
1742191,5431715,199,30508,Makara at No 8,1742191,5431715,GWRC,NIWA,MBIE,0.009,7,0.018032,0.0081058,0.44953,0.01497,0.081917,0.011282,0.011694,0.012808,0.01411,0.25707,0.90621,0.018048012,0.028822298,0.037597796,0.046015463,0.056911271,0.065076145,0.075826537,0.083943923,0.092055441,33%,30%,32%,33%,35%,36%,37%,37%,38%
1741985,5434099,200,30510,Makara at No 10,1741985,5434099,GWRC,NIWA,MBIE,0.054,7,0.046918,0.019735,0.42064,0.065656,0.022809,0.030483,0.028472,0.032844,0.032557,0.16925,0.59663,0.046956566,0.073189291,0.094555459,0.115050399,0.141578997,0.161458449,0.187632996,0.207396826,0.227146366,29%,28%,29%,31%,32%,33%,34%,35%,35%
1742079,5434188,201,30511,Makara at No 11,1742079,5434188,GWRC,NIWA,MBIE,0.074,9,0.071568,0.03135,0.43804,0.078602,-0.010679,0.045461,0.045228,0.048695,0.050951,0.14743,0.58931,0.071629392,0.113300286,0.147240613,0.179796991,0.221937882,0.253516549,0.295095027,0.326490029,0.357862332,26%,24%,25%,26%,28%,29%,29%,30%,30%
1748831,5439938,202,30516,Mill Creek at Papanui,1748831,5439938,GWRC,NIWA,MBIE,9.35,45,7.5093,2.365,0.31494,0.30595,0.19778,5.5399,3.4119,5.2633,2.7276,-0.2012,-1.7983,7.513985469,10.65754524,13.21792828,15.67390917,18.85292451,21.23514915,24.37173731,26.74010662,29.10676358,6%,6%,6%,7%,7%,8%,8%,8%,9%
1754680,5443986,203,30701,Porirua at Town Centre,1754680,5443986,GWRC,GWRC,GWRC,44.8,46,34.7547,7.9811,0.22964,0.2306,0.29115,28.1084,11.5143,27.6447,10.4942,-0.092253,-0.83366,34.77043943,45.37915899,54.01980452,62.30811916,73.03649229,81.07589824,91.66109037,99.65373812,107.6406071,5%,5%,6%,7%,7%,8%,8%,8%,9%
1761480,5446486,204,30802,Pauatahanui at Gorge,1761480,5446486,GWRC,NIWA,MBIE,39.2,38,39.5706,8.787,0.22206,0.10617,0.13002,32.2532,12.677,32.8643,13.8118,0.10177,0.83587,39.58796406,51.26793921,60.78110661,69.90636517,81.71807637,90.56929175,102.2233637,111.0230993,119.8164725,6%,7%,8%,9%,9%,10%,11%,11%,11%
1757071,5451055,205,31101,Taupo at Flax Swamp,1757071,5451055,GWRC,GWRC,GWRC,8.2,33,4.6722,1.3327,0.28525,0.11548,0.014124,3.5624,1.9227,3.6405,2.0703,0.08657,0.66261,4.674851752,6.446334613,7.88918126,9.273194405,11.06465746,12.40710692,14.17466108,15.50930269,16.84297932,8%,9%,9%,10%,11%,12%,12%,13%,13%
1768839,5468425,206,31401,Wharemauku at Coastlands,1768839,5468425,GWRC,GWRC,GWRC,7.77,17,6.9106,1.8594,0.26907,0.27569,0.35698,5.3622,2.6826,5.1857,2.2654,-0.15815,-0.86881,6.914321011,9.385939008,11.39903539,13.33004578,15.82954064,17.70256032,20.16869689,22.03082285,23.89160245,9%,9%,10%,11%,12%,13%,13%,14%,14%
1774583,5471370,207,31504,Waikanae at Water Treatment,1774583,5471370,GWRC,GWRC,GWRC,124.5,19,144.5842,38.614,0.26707,0.081824,0.033682,112.4285,55.7083,116.2561,62.5193,0.14204,0.82493,144.6606714,195.9876068,237.7926382,277.893028,329.7988693,368.6949932,419.9080985,458.5779975,497.2199376,11%,11%,13%,14%,15%,16%,17%,17%,18%
1781858,5478160,208,31720,Mangaone at Ratanui,1781858,5478160,GWRC,GWRC,GWRC,9.2,20,15.1323,3.6947,0.24416,0.27626,0.2609,12.0556,5.3304,11.7032,4.497,-0.15897,-0.94723,15.13970715,20.05088011,24.050958,27.88792876,32.85449382,36.57623544,41.47651667,45.17661216,48.87403243,7%,8%,9%,10%,11%,11%,12%,12%,13%
1785483,5478485,209,31807,Otaki at  Pukehinau,1785483,5478485,GWRC,NIWA,"GWRC,MBIE",301,53,915.9451,161.1712,0.17596,0.072987,0.090163,781.7304,232.5208,799.4987,263.6576,0.15687,1.5216,916.2642177,1130.497646,1304.987611,1472.362575,1689.012298,1851.360778,2065.119091,2226.523332,2387.810875,4%,5%,6%,7%,7%,8%,9%,9%,9%
1786780,5484784,210,31907,Waitohu at Water Supply Intake,1786780,5484784,GWRC,GWRC,GWRC,19.2,17,45.0653,10.9393,0.24274,0.10761,0.10655,35.9557,15.782,36.6978,17.1637,0.099405,0.54609,45.08698077,59.62775287,71.47099716,82.83132142,97.5360959,108.5552551,123.0637795,134.0188498,144.9659995,10%,11%,12%,14%,15%,16%,17%,17%,18%
1786780,5489484,211,1432003,Manakau at S.H.1 Bridge,1786780,5489484,HRC,HRC,HRC,7.05,17,20.2936,6.7642,0.33332,0.32752,0.19476,14.6607,9.7587,13.7721,7.4885,-0.23134,-1.2709,20.30696978,29.29816435,36.62135964,43.64594438,52.73854878,59.55217626,68.52343065,75.29742921,82.06653006,10%,10%,10%,11%,12%,13%,13%,13%,14%
1788680,5491285,212,1432008,Waikawa at Nth Manakau Rd,1788680,5491285,HRC,HRC,HRC,29.8,8,22.8532,5.2183,0.22834,0.50825,0.41668,18.5078,7.5283,17.3961,3.8219,-0.46766,-1.7624,22.86358641,29.7997982,35.44924035,40.86832089,47.8827648,53.13910342,60.05993247,65.28569957,70.50768835,7%,7%,8%,9%,10%,11%,12%,12%,12%
1797182,5495985,213,1632106,Ohau at Rongomatane,1797182,5495985,HRC,HRC,HRC,105,35,234.2859,55.16,0.23544,0.25199,0.15854,188.3516,79.5791,184.1498,70.0082,-0.12378,-0.9757,234.3951373,307.7154742,367.4338066,424.7170647,498.8643667,554.4273353,627.5850664,682.8248738,738.024742,5%,6%,7%,7%,8%,9%,9%,10%,10%
1865062,5541015,214,32503,Manawatu at Weber Rd,1865062,5541015,HRC,HRC,HRC,713,59,494.8488,129.4332,0.26156,0.17806,0.13036,387.0638,186.7326,385.9057,184.5417,-0.012623,-0.12919,495.1051002,667.1514936,807.280742,941.6960814,1115.682951,1246.061626,1417.726464,1547.34684,1676.873498,5%,5%,6%,7%,7%,8%,8%,8%,9%
1851498,5528097,215,32504,Manawatu at Hopelands,1851498,5528097,HRC,HRC,HRC,1247,31,679.606,196.0234,0.28844,0.21897,0.19242,516.3682,282.802,506.9973,262.5967,-0.074898,-0.55562,679.9941324,940.5542281,1152.776581,1356.345357,1619.844256,1817.299602,2077.281842,2273.588761,2469.753748,7%,8%,9%,9%,10%,11%,11%,11%,12%
1836793,5520094,216,32526,Mangahao at Ballance,1836793,5520094,HRC,HRC,HRC,266,60,558.0836,103.0526,0.18465,0.079323,0.11541,472.267,148.6735,482.8043,167.3429,0.14623,1.5091,558.2877497,695.2683276,806.8369868,913.8563234,1052.381877,1156.187286,1292.864076,1396.06574,1499.192787,4%,5%,6%,6%,7%,8%,8%,8%,9%
1847797,5516293,217,32529,Tiraumea at Ngaturi,1847797,5516293,HRC,HRC,HRC,734,53,296.4847,79.2438,0.26728,0.23342,0.23126,230.4948,114.3246,225.6968,103.7193,-0.096439,-0.93545,296.6416776,401.974839,487.7671445,570.0611838,676.5823763,756.4050203,861.5045797,940.862965,1020.163973,5%,5%,6%,7%,7%,8%,8%,8%,8%
1821113,5533564,218,32557,Mangaone at Milson Line,1821113,5533564,HRC,HRC,HRC,154,43,69.1304,22.9484,0.33196,0.26541,0.17271,50.0202,33.1076,48.0246,28.4654,-0.14332,-1.2522,69.17587047,99.67961311,124.5244613,148.3562362,179.2040243,202.3201005,232.7561937,255.7378239,278.702838,7%,7%,7%,8%,8%,9%,9%,9%,9%
1818686,5542099,219,32563,Oroua at Kawa Wool,1818686,5542099,HRC,HRC,HRC,570,25,211.1598,46.7102,0.22121,0.094736,0.18759,172.262,67.3886,176.1503,74.4652,0.12058,0.80327,211.2522565,273.3408558,323.9111037,372.4192996,435.2081834,482.2596162,544.2105188,590.9882945,637.732249,8%,8%,10%,11%,12%,13%,13%,14%,14%
1836791,5543602,220,32576,Pohangina at Mais Reach,1836791,5543602,HRC,HRC,HRC,471,45,461.9947,117.9573,0.25532,0.2638,0.13338,363.7662,170.1764,353.6589,146.7239,-0.14098,-1.2601,462.2282764,619.0205872,746.7256104,869.2233348,1027.784074,1146.603035,1303.04762,1421.175515,1539.218002,5%,5%,6%,7%,7%,8%,8%,8%,9%
1797752,5503393,221,32590,Koputaroa at Tavistock Rd,1797752,5503393,HRC,HRC,HRC,21.4,16,9.6523,2.5481,0.26399,0.065047,0.21977,7.5304,3.6762,7.8372,4.2065,0.17028,0.90753,9.65740636,13.04447938,15.80320037,18.44943177,21.87470689,24.44146859,27.82102994,30.37286302,32.92285109,12%,13%,14%,15%,17%,18%,19%,19%,20%
1856346,5543457,222,1032501,Kumeti at Te Rehunga,1856346,5543457,HRC,HRC,HRC,15.6,32,9.2044,2.3285,0.25298,0.16348,0.09139,7.2654,3.3593,7.2791,3.3904,0.010052,0.07576,9.209051724,12.3041484,14.82505896,17.2431769,20.37318253,22.7186813,25.80691384,28.13877088,30.46894196,7%,7%,8%,9%,10%,11%,11%,12%,12%
1860905,5549369,223,1032504,Tamaki at Water Supply Weir,1860905,5549369,HRC,HRC,HRC,31.6,30,37.4955,13.9172,0.37117,0.2966,0.093762,25.9061,20.0782,24.3699,16.3309,-0.188,-1.3719,37.52311189,56.02219504,71.08942527,85.54227425,104.2500048,118.2688162,136.7268731,150.6641494,164.5913488,9%,8%,9%,9%,10%,10%,11%,11%,11%
1832406,5505886,224,1032518,Makakahi at Hamua,1832406,5505886,HRC,HRC,HRC,158,34,199.965,43.5669,0.21787,0.19236,0.23312,163.6848,62.8537,162.6831,60.8131,-0.0346,-0.26881,200.0512163,257.9615779,305.1287129,350.3725611,408.9360818,452.8211995,510.6031307,554.2330069,597.831338,6%,6%,7%,8%,9%,9%,10%,10%,11%
1820833,5497888,225,1032555,Mangatainoka at Larsens Br,1820833,5497888,HRC,HRC,HRC,57.3,31,191.531,25.5716,0.13351,-0.064211,0.10174,170.2363,36.8921,178.1368,47.6723,0.40264,2.987,191.5816379,225.572236,253.2570765,279.8130401,314.1870112,339.9454653,373.8606809,399.4693205,425.0594448,5%,6%,7%,8%,9%,10%,11%,12%,12%
1823086,5527493,226,1032560,Manawatu at Teachers College,1823086,5527493,HRC,HRC,HRC,3900,112,1589.9927,340.5237,0.21417,0.17394,0.16479,1306.4228,491.2719,1304.7892,488.4334,-0.0062339,-0.087901,1590.66698,2043.301167,2411.965033,2765.596263,3223.335618,3566.346851,4017.977211,4358.993446,4699.763122,3%,3%,4%,4%,5%,5%,6%,6%,6%
